Reference	LeftContext	Pivot	RightContext
1_e00001-plain	sur del Sahara y el Oriente Medio y Norte de Africa.	La_ART_el clasificación_NC_clasificación crediticia_ADJ_crediticio que_CQUE_que realizan_VLfin_realizar los_ART_el bancos_NC_banco u_CC_o otros_QU_otro organismos_NC_organismo	de clasificación de solvencia revela importantes diferencias entre los países en desarrollo
1_e00001-plain	los flujos privados durante el próximo decenio. Pero es probable que	las_ART_el restricciones_NC_restricción fiscales_ADJ_fiscal y_CC_y otras_QU_otro presiones_NC_presión	limiten las posibilidades de crecimiento de la ayuda oficial. - Actual
1_e00001-plain	intercambio entre los países en desarrollo. Esta evolución encontrará apoyo en	la_ART_el aplicación_NC_aplicación de_PREP_de la_ART_el Ronda_VLfin_rondar Uruguay_NP_Uruguay y_CC_y otras_QU_otro iniciativas_NC_iniciativa	de liberalización del comercio, el constante descenso de los costos del
1_e00001-plain	ese período, deben esperarse algunos efectos secundarios moderados, derivados de	las_ART_el remesas_NC_remesa de_PREP_de los_ART_el trabajadores_NC_trabajador y_CC_y de_PREP_de otros_QU_otro flujos_NC_flujo	de ingreso. Si bien los efectos directos de la Iniciativa Mediterránea
1_e00004-plain	casi ocho veces superior al de Hoa en Ciudad Ho Chi-Minh.	Françoise_NP_Françoise y_CC_y otros_QU_otro trabajadores_NC_trabajador	del sector de servicios de los países de ingreso alto representan alrededor
1_e00004-plain	instancia han fracasado, tanto en América Latina como en la antigua	Unión_NC_unión Soviética_ADJ_soviético o_CC_o en_PREP_en otros_QU_otro países_NC_país	. Lo que la población activa de cualquier país necesita es una
1_e00004-plain	las comunicaciones, los bienes, el capital, las personas y	las_ART_el ideas_NC_idea circulan_VLfin_circular hoy_ADV_hoy más_ADV_más rápida_ADJ_rápido y_CC_y económicamente_ADV_económico que_CQUE_que en_PREP_en cualquier_QU_cualquier otra_QU_otro época_NC_época	de la historia. Esto es lo que ha impulsado la integración
1_e00010-plain	33 salas de lectura y 13 centros de cultura) y a	la_ART_el concesión_NC_concesión de_PREP_de ayudas_VLfin_ayudar y_CC_y subvenciones_VLfin_subvencionar a_PREP_a otras_QU_otro entidades_NC_entidad	e instituciones públicas y privadas para la realización de actividades culturales,
1_e00018-plain	nombre indica, configura el marco jurídico para evitar el blanqueo de	dinero_NC_dinero procedente_VLadj_proceder del_PDEL_del narcotráfico_NC_narcotráfico o_CC_o del_PDEL_del crimen_NC_crimen organizado_VLadj_organizar._FS_. Por_PREP_por otro_QU_otro lado_NC_lado	, las actividades financieras son considerables y permiten un flujo extraordinario de
1_e00051-plain	. Por ello, las condiciones económicas (como los salarios,	las_ART_el tasas_NC_tasa de_PREP_de interés_NC_interés y_CC_y otros_QU_otro elementos_NC_elemento	de un tenor parecido) deberían, en principio, afectar a
1_e00051-plain	, 05 y el 0, 1, según como se mida	el_ART_el capital_NC_capital para_PREP_para usos_NC_uso residenciales_ADJ_residencial y_CC_y otros_QU_otro tipos_NC_tipo	de bienes duraderos. La participación del capital físico en los países
1_e00053-plain	que una reducción del nivel existente de salarios nominales conduciría, mediante	huelgas_NC_huelga o_CC_o por_PREP_por cualquier_QU_cualquier otro_QU_otro medio_NC_medio	, a que parte de la mano de obra realmente ocupada se
1_e00053-plain	pequeña ganancia o perdida del trabajo, se efectuaría a expensas de	las_ART_el ganancias_NC_ganancia o_CC_o de_PREP_de otros_QU_otro elementos_NC_elemento	del costo marginal, que no han sido tocados. Parece ser
1_e00053-plain	desocupación, la teoría cuantitativa del dinero, las ventajas evidentes del	laissez-faire_NC_laissez-faire con_PREP_con respecto_NC_respecto al_PAL_al comercio_NC_comercio exterior_ADJ_exterior y_CC_y muchas_QU_mucho otras_QU_otro cosas_NC_cosa	que habremos de poner en tela de juicio. En diversos lugares
1_e00053-plain	usados se aclararán con mayor cuidado en su oportunidad. En este	resumen_NC_resumen supondremos_VLfin_suponer que_CQUE_que el_ART_el salario_NC_salario nominal_ADJ_nominal y_CC_y el_ART_el costo_NC_costo de_PREP_de los_ART_el otros_QU_otro factores_NC_factor	son constantes por unidad de trabajo empleado; pero esta simplificación,
1_e00053-plain	dado, sea el efecto de estos cambios sobre la apreciación o	la_ART_el depreciación_NC_depreciación de_PREP_de los_ART_el valores_NC_valor y_CC_y otros_QU_otro bienes_NC_bien	, porque si un hombre disfruta de un aumento inesperado en el
1_e00053-plain	". Por otra parte, no intenta hacer deducción alguna con	respecto_NC_respecto a_PREP_a las_ART_el casas_NC_casa y_CC_y otros_QU_otro bienes_NC_bien	durables en manos de los individuos. Sus interesantes resultados para Estados
1_e00053-plain	los norteamericanos; ser más listo que el vulgo, y encajar	la_ART_el moneda_NC_moneda falsa_ADJ_falso o_CC_o que_CQUE_que se_SE_se está_VEfin_estar depreciando_VLger_depreciar a_PREP_a otra_QU_otro persona_NC_persona	. Esta batalla de viveza para prever las bases de la valoración
1_e00053-plain	debe ser permanente e indisoluble, como el matrimonio, excepto por	motivo_NC_motivo de_PREP_de muerte_NC_muerte o_CC_o de_PREP_de otra_QU_otro causa_NC_causa	grave, y esto será un remedio útil para nuestros males contemporáneos
1_e00053-plain	, que se derivan de la facilidad que tiene para gastar su	ingreso_NC_ingreso en_PREP_en una_ART_un o_CC_o en_PREP_en otra_QU_otro forma_NC_forma	, cuando la duda lo asalta de este modo. Desde luego
1_e00053-plain	industrias concretas sólo pueden trazarse partiendo de algunos supuestos fijos respecto a	la_ART_el naturaleza_NC_naturaleza de_PREP_de las_ART_el curvas_NC_curva de_PREP_de demanda_NC_demanda y_CC_y oferta_NC_oferta de_PREP_de otras_QU_otro industrias_NC_industria	y al monto de la demanda global efectiva No se puede,
1_e00053-plain	tasa de interés. Así, los productos obtenidos del aumento de	producción_NC_producción desanimarán_VLfin_desanimar a_PREP_a los_ART_el empresarios_NC_empresario y_CC_y la_ART_el ocupación_NC_ocupación bajará_VLfin_bajar otra_QU_otro vez_NC_vez	a su nivel previo, a menos que la propensión marginal a
1_e00053-plain	aumento de la proporción que el costo de los salarios guarde con	el_ART_el costo_NC_costo primo_ADJ_primo marginal_ADJ_marginal y_CC_y de_PREP_de la_ART_el reacción_NC_reacción de_PREP_de otros_QU_otro elementos_NC_elemento	del costo primo marginal ante la baja en la unidad de salarios
1_e00053-plain	que no es fortuita, que no fluctúa entre, digamos,	un_ART_un año_NC_año ahora_ADV_ahora y_CC_y diez_CARD_diez años_NC_año en_PREP_en otra_QU_otro ocasión_NC_ocasión	, sino que muestra determinada regularidad habitual entre, digamos, tres
1_e00053-plain	la propensión a consumir, sino en tomar medidas drásticas, por	la_ART_el redistribución_NC_redistribución de_PREP_de los_ART_el ingresos_NC_ingreso o_CC_o de_PREP_de otro_QU_otro modo_NC_modo	, para estimular la propensión a consumir. Sin embargo, de
1_e00053-plain	modo, pueden encontrar un desahogo en la crueldad, en temeraria	ambición_NC_ambición de_PREP_de poder_NC_poder y_CC_y autoridad_NC_autoridad y_CC_y otras_QU_otro formas_NC_forma	de engrandecimiento personal. Es preferible que un hombre tiranice su saldo
1_e00053-plain	propensión a consumir a través de su sistema de impuestos, fijando	la_ART_el tasa_NC_tasa de_PREP_de interés_NC_interés y_CC_y,_CM_, quizá_ADV_quizá,_CM_, por_PREP_por otros_QU_otro medios_NC_medio	. Por otra parte, parece improbable que la influencia de la
1_e00079-plain	del débil y defensores de la fe cristiana, mientras que su	comportamiento_NC_comportamiento real_ADJ_real y_CC_y,_CM_, todavía_ADV_todavía más_ADV_más acusadamente_ADV_acusado,_CM_, otros_QU_otro factores_NC_factor	que habían producido y mantenido en existencia la estructura social de su
1_e00079-plain	tienen que presentar un aspecto muy diferente de ése si los contempla	un_ART_un observador_NC_observador situado_VLadj_situar en_PREP_en otro_QU_otro tiempo_NC_tiempo y_CC_y en_PREP_en otra_QU_otro clase_NC_clase	. Marx llamó ideologías [5] a esos sistemas de ideas
1_e00079-plain	la estructura social objetiva subyacente; y que tienden a reflejar esas	realidades_NC_realidad de_PREP_de un_ART_un modo_NC_modo característicamente_ADV_característico tendencioso_ADJ_tendencioso o_CC_o deformado_VLadj_deformar._FS_. Otra_QU_otro cuestión_NC_cuestión	es la de si esas realidades se pueden o no se pueden
1_e00079-plain	. Durante los siglos XIX y XIII se desarrollaron, partiendo a	veces_NC_vez de_PREP_de esas_DM_ese escuelas_NC_escuela e_CC_y independientemente_ADV_independiente|independientemente en_PREP_en otros_QU_otro casos_NC_caso	, las " universidades ", asociaciones corporativas de maestros, como
1_e00079-plain	correcciones) con la jornada de trabajo de dicho hombre. Si	la_ART_el tecnología_NC_tecnología y_CC_y las_ART_el demás_QU_demás condiciones_NC_condición	de la producción permanecieran rigurosamente invariables, este procedimiento nos podría dar
1_e00079-plain	economometría '. [3] Como 'estadística 'acabó significando	unas_ART_un veces_NC_vez cuerpos_NC_cuerpo varios_QU_varios de_PREP_de hechos_NC_hecho y_CC_y,_CM_, otras_QU_otro veces_NC_vez	, tipos varios de métodos, no tiene nada de sorprendente que
1_e00079-plain	, de la distribución de edad, del status matrimonial, de	la_ART_el mortalidad_NC_mortalidad en_PREP_en las_ART_el ciudades_NC_ciudad y_CC_y en_PREP_en el_ART_el campo_NC_campo y_CC_y de_PREP_de otras_QU_otro cuestiones_NC_cuestión	emparentadas con ésas. Las secciones VIII-XIII están dedicadas a asuntos de
1_e00079-plain	la del consumo de carne y la cantidad de oro y de	plata_NC_plata existente_ADJ_existente en_PREP_en Inglaterra_NP_Inglaterra y_CC_y en_PREP_en otros_QU_otro países_NC_país	. CAPÍTULO 2 TRASFONDO POLÍTICO-SOCIAL Durante la última década anterior a la
1_e00079-plain	cátedra era una fundación del arzobispo Whately. Escribió también acerca de	las_ART_el leyes_NC_ley de_PREP_de pobres_ADJ_pobre y_CC_y de_PREP_de otros_QU_otro temas_NC_tema	, pero la única publicación suya que hemos de recordar es:
1_e00079-plain	salario maximizará la renta que los trabajadores reciban de su inversión.	La_ART_el idea_NC_idea tiene_VLfin_tener interesantes_ADJ_interesante implicaciones_NC_implicación y_CC_y se_SE_se puede_VMfin_poder utilizar_VLinf_utilizar,_CM_, entre_PREP_entre otras_QU_otro cosas_NC_cosa	, en ciertos esquemas de participación en beneficios. Pero, como
1_e00079-plain	que emprendió. A partir de 1821 vagabundeó por el Canadá,	los_ART_el Estados_NC_estado Unidos_NP_Unidos y_CC_y otros_QU_otro países_NC_país	, incluidas las islas Hawai, realizando en todas partes rudos trabajos
1_e00079-plain	a los ideales del Verein -sin duda glorificados con un poco de	filosofía_NC_filosofía y_CC_y otros_QU_otro elementos_NC_elemento	de la cultura alemana-, no puede sorprendernos que la oferta se
1_e00079-plain	, plantear la cuestión de si los economistas tienen derecho a emitir	un_ART_un juicio_NC_juicio moral_ADJ_moral o_CC_o de_PREP_de otro_QU_otro tipo_NC_tipo	sobre los fenómenos que analizan. Durante la primera década del siglo
1_e00079-plain	Véase al menos la discusión en la Review of Economic Studies,	febrero_NC_febrero de_PREP_de 1934_CARD_@card@ y_CC_y febrero_NC_febrero de_PREP_de 1936_CARD_@card@._FS_. Otro_QU_otro ejemplo_NC_ejemplo	de este tipo de artificio < gadget > es la mediación del
1_e00079-plain	y entusiasmo y la capacidad de aferrarse a ella y apartarse de	los_ART_el efectos_NC_efecto perturbadores_ADJ_perturbador de_PREP_de otras_QU_otro ideas_NC_idea científicas_ADJ_científico o_CC_o de_PREP_de otros_QU_otro aspectos_NC_aspecto	de la situación. [7] En su Prólogo y en
1_e00079-plain	dinámica con la teoría del crecimiento. Las principales autoridades de nuestro	uso_NC_uso del_PDEL_del léxico_NC_léxico son_VSfin_ser Frisch_NP_Frisch y_CC_y Hicks_NP_Hicks._FS_. Ejemplos_NC_ejemplo destacados_VLadj_destacar de_PREP_de otro_QU_otro uso_NC_uso	son HARROD (véase particularmente Towards a Dynamic Economics, 1948)
1_e00091-plain	los turistas procedieron de cuatro países: Reino Unido, Alemania,	Francia_NP_Francia e_CC_y Italia_NP_Italia)_RP_)._FS_. Por_PREP_por otra_QU_otro parte_NC_parte	, las dos vías utilizadas preferentemente para entrar en España fueron el
1_e00091-plain	. Electricidad. Alimentación. Construcción. Inversión mobiliaria. Siderometalurgia.	Petróleo_NC_petróleo y_CC_y químicas_NC_química._FS_. Comunicaciones_NC_comunicación._FS_. Otras_QU_otro industrias_NC_industria	y servicios. NOTAS: - Base a 1 de enero de
