id,presence,candidate_term_left,candidate_term_right,occurrence,full_context
H18_economy_1,none,[None],[None], la infraestructura económica necesaria en particular las telecomunicaciones,el ritmo de integración es la disponibilidad y el mantenimiento adecuado de la infraestructura económica necesaria en particular las telecomunicacionesy el transporte. Contar con un sistema de comunicaciones de alta
H18_economy_2,none,[None],[None], los obstáculos normativos sobre todo para las empresas,"suministro de incentivos de mercado en el sector privado, y eliminar los obstáculos normativos sobre todo para las empresasextranjeras. - Aumento de las actividades de investigación y desarrollo,"
H18_economy_3,left,"['activa', 'población activa']",[None], la población activa trabaja en la agricultura sobre todo en explotaciones,"varían extraordinariamente. En los países pobres, el 61 % de la población activa trabaja en la agricultura sobre todo en explotacionesagrícolas familiares; el 22 % trabaja en el sector rural no"
H18_economy_4,left,"['muchos', 'trabajadores']",[None], muchos trabajadores sobre todo en las explotaciones,"países receptores. La participación en el comercio internacional ha beneficiado a muchos trabajadores sobre todo en las explotacionesagrícolas, las fábricas y el sector de servicios de Asia."
H18_economy_5,both,"['propiedades', 'enteramente']",['función'], unas propiedades enteramente diferenciadas En particular la función,podría argumentar que el capital físico y el humano son bienes con unas propiedades enteramente diferenciadas En particular la funciónde producción de capital físico es distinta de la de capital humano
H18_economy_6,both,['industria'],['industria'], la industria en particular a la industria,"se permite a la teoría clásica extender sus conclusiones por analogía de la industria en particular a la industriaen conjunto, es completamente incapaz de contestar la pregunta relativa a"
H18_economy_7,both,"['dinero', 'atributos']",['artificio'], El dinero en sus atributos importantes es sobre todo un artificio,"de la distribución y no una teoría del dinero "" autónoma. El dinero en sus atributos importantes es sobre todo un artificiosutil para ligar el presente con el futuro; y no podemos"
H18_economy_8,both,"['factores', 'producción']",['trabajadores'], los factores de la producción y en particular los trabajadores,"unidades de costo. Este resultado es consecuencia del supuesto de que los factores de la producción y en particular los trabajadores, están dispuestos a resistirse a una reducción en sus remuneraciones monetarias"
H18_economy_9,both,['ideas'],['relación'], las ideas o contenidos mentales sobre todo en relación,"origen francés y significó al principio, simplemente, el análisis de las ideas o contenidos mentales sobre todo en relacióncon las teorías de Condillac. A veces se usó también,"
H18_economy_10,both,['autor'],['norteamericano'], el autor es sobre todo norteamericano,burocracias conservadoras. El uso de 'liberal 'a que alude el autor es sobre todo norteamericano. [3] Algunos de sus puntos son discutibles. Por
H18_economy_11,both,"['más', 'libro', 'aportaciones originales']",['capítulos'], las aportaciones originales más importantes del libro sobre todo en los capítulos,"problemas económicos aparecían bajo una nueva luz. En cualquier caso, las aportaciones originales más importantes del libro sobre todo en los capítulos4-7, referentes a la diferenciación del producto y a los costes"
H18_economy_12,both,"['factores', 'produjeron', 'macrodinámica']",['macrodinámica'], los factores que produjeron la macrodinámica y en particular la macrodinámica,"es una característica destacada de nuestro tiempo. El anterior análisis de los factores que produjeron la macrodinámica y en particular la macrodinámicaestadística, permite inferir que este desarrollo se habría producido aunque no"
H18_economy_13,both,"['tipos', 'oficiales', 'tipos oficiales']",['influencia'], el mantenimiento de tipos oficiales y sobre todo la influencia,"de incremento de tipos de interés. En la City londinense, el mantenimiento de tipos oficiales y sobre todo la influenciade la bolsa neoyorquina, más intensa que en el continente,"
H18_economy_14,left,"['comportamiento', 'expansivo', 'enero']",[None], un comportamiento expansivo en enero debido sobre todo al sector,"9 %. Los factores autónomos creadores de liquidez de base tuvieron un comportamiento expansivo en enero debido sobre todo al sectorexterior, de modo que disminuyeron las necesidades de liquidez del sistema"
H18_economy_15,left,"['auge', 'exportaciones']",[None], un auge importante de las exportaciones en particular gracias,"se manifestó también en el comercio de servicios, marcado también por un auge importante de las exportaciones en particular graciasal turismo, hasta el punto que el saldo de la rúbrica"
