Reference	LeftContext	Pivot	RightContext
1_m00064-plain	un árbol) nos ayudará a recordar que	el_ART_el córtex_NC_córtex es_VSfin_ser la_ART_el capa_NC_capa más_ADV_más externa_ADJ_externo	del cerebro. Cuando se describen las características de una estructura tan
1_m00064-plain	producción de orina). No obstante,	el_ART_el nombre_NC_nombre de_PREP_de vasopresina_NC_vasopresina es_VSfin_ser el_ART_el que_CQUE_que los_ART_el fisiólogos_NC_fisiólogo utilizan_VLfin_utilizar con_PREP_con más_ADV_más frecuencia_NC_frecuencia	. La vasopresina es una hormona peptídica secretada por la neurohipófisis.
1_m00064-plain	sin que el compartimento intersticial quede afectado.	La_ART_el pérdida_NC_pérdida de_PREP_de sangre_NC_sangre es_VSfin_ser la_ART_el causa_NC_causa más_ADV_más obvia_ADJ_obvio	de la sed volémica pura. Desde la más remota historia,
1_m00064-plain	asociación entre una respuesta y un estímulo.	El_ART_el condicionamiento_NC_condicionamiento instrumental_ADJ_instrumental es_VSfin_ser una_ART_un forma_NC_forma de_PREP_de aprendizaje_NC_aprendizaje más_ADV_más flexible_ADJ_flexible	y adaptativa. Permite que un organismo adapte su conducta en función
1_m00092-plain	los factores H e I. Aunque desde	el_ART_el punto_NC_punto de_PREP_de vista_NC_vista filogenético_ADJ_filogenético es_VSfin_ser la_ART_el vía_NC_vía más_ADV_más antigua_ADJ_antiguo	, fue descubierta con posterioridad a otra vía que se estudiará en
1_m00253-plain	caso de los ojos de los mamíferos.	La_ART_el tos_NC_tos pudiera_VMfin_poder ser_VSinf_ser el_ART_el mecanismo_NC_mecanismo de_PREP_de defensa_NC_defensa más_ADV_más útil_ADJ_útil	. Los sujetos que no eliminan los cuerpos extraños de sus pulmones
1_m00253-plain	benigno El Tor. En estas condiciones,	la_ART_el muerte_NC_muerte del_PDEL_del huésped_NC_huésped es_VSfin_ser un_ART_un callejón_NC_calle sin_PREP_sin salida_NC_salida y_CC_y un_ART_un enfermo_NC_enfermo menos_ADV_menos afectado_ADJ_afectado	y más móvil, capaz de contagiar a otros durante un período
1_m00255-plain	línea de investigación sugiere que la alteración de	la_ART_el maduración_NC_maduración espermática_ADJ_espermático en_PREP_en el_ART_el epidídimo_NC_epidídimo podría_VMfin_poder ser_VSinf_ser la_ART_el opción_NC_opción más_ADV_más factible_ADJ_factible	. Por una doble razón. Primera: cualquiera que sea su
1_m00266-plain	cromosoma X casi al tiempo en que surgió	el_ART_el gen_NC_gen SRY_NP_Sry eran_VSfin_ser las_ART_el que_CQUE_que más_ADV_más diferían_VLfin_diferir	de sus parejas; los otros grupos mostraban una divergencia progresivamente menor
1_m00268-plain	, se encuentran proteínas Ras hiperactivas. (	Los_ART_el carcinomas_NC_carcinoma son_VSfin_ser los_ART_el cánceres_NC_cáncer más_ADV_más comunes_ADJ_común	. Se originan en las células epiteliales que tapizan las cavidades corporales
1_m00278-plain	, representan aproximadamente el 80 por ciento de	los_ART_el anticuerpos_NC_anticuerpo encontrados_VLadj_encontrar en_PREP_en sangre_NC_sangre y_CC_y son_VSfin_ser el_ART_el tipo_NC_tipo de_PREP_de anticuerpos_NC_anticuerpo más_ADV_más extensamente_ADV_extenso	caracterizado. Las IgG están asociadas a la memoria inmunológica. Las
1_m00306-plain	que servía de material genético. Así,	las_ART_el proteínas_NC_proteína eran_VSfin_ser los_ART_el candidatos_NC_candidato más_ADV_más prometedores_ADJ_prometedor	y fueron aceptados de manera más bien pasiva. Entre 1910 y
1_m00306-plain	números romanos. En los Estados Unidos,	los_ART_el tipos_NC_tipo I_CARD_I y_CC_y II_CARD_II son_VSfin_ser la_ART_el causa_NC_causa más_ADV_más común_ADJ_común	de neumonía. En los experimentos esenciales que condujeron a los nuevos
1_m00306-plain	emparejamiento de bases normal. Vinograd propuso que	la_ART_el forma_NC_forma superenrollada_VLadj_superenrollada es_VSfin_ser la_ART_el que_CQUE_que provoca_VLfin_provocar un_ART_un empaquetamiento_NC_empaquetamiento más_ADV_más compacto_VLfin_compactar	, lo que incrementa la velocidad de sedimentación. Las transiciones descritas
