Reference	LeftContext	Pivot	RightContext
1_e00032-plain	RENTA FIJA. Precios de Ejercicio. - Se expresarán en	puntos_NC_punto,_CM_, con_PREP_con igual_ADJ_igual valor_NC_valor	que la Prima. HORARIO DE NEGOCIACIÓN Será el mismo que el
1_e00032-plain	RENTA FIJA. Precios de Ejercicio. - Se expresarán en	puntos_NC_punto,_CM_, con_PREP_con igual_ADJ_igual valor_NC_valor	que la Prima. HORARIO DE NEGOCIACIÓN Será el mismo que el
1_e00032-plain	RENTA FIJA. Precios de Ejercicio. - Se expresarán en	puntos_NC_punto,_CM_, con_PREP_con igual_ADJ_igual valor_NC_valor	que la Prima. HORARIO DE NEGOCIACIÓN Será el mismo que el
1_e00032-plain	RENTA FIJA. Precios de Ejercicio. - Se expresarán en	puntos_NC_punto,_CM_, con_PREP_con igual_ADJ_igual valor_NC_valor	que la Prima. HORARIO DE NEGOCIACIÓN Será el mismo que el
1_e00051-plain	por xxx [4]. Consideraremos, adicionalmente, que	la_ART_el función_NC_función de_PREP_de producción_NC_producción es_VSfin_ser del_PDEL_del tipo_NC_tipo Cobb-Douglas_NP_Cobb-Douglas	: xxx siendo xxx el nivel de la tecnología. Desde una
1_e00051-plain	adelante) promueven un crecimiento endógeno. En este modelo,	la_ART_el función_NC_función de_PREP_de producción_NC_producción Cobb-Douglas_NP_Cobb-Douglas es_VSfin_ser del_PDEL_del tipo_NC_tipo xxx_NP_xxx	siendo xxx el capital privado y xxx el stock de capital agregado
1_e00051-plain	resultado). Es importante destacar que cuando se parte de	funciones_NC_función de_PREP_de producción_NC_producción del_PDEL_del tipo_NC_tipo Cobb-Douglas_NP_Cobb-Douglas	, los dos tipos de progreso técnico son completamente equivalentes, puesto
1_e00051-plain	análisis de algunas de estas extensiones). Si se utiliza	una_ART_un función_NC_función de_PREP_de producción_NC_producción del_PDEL_del tipo_NC_tipo Cobb-Douglas_NP_Cobb-Douglas	, la producción agregada vendrá dada por xxx siendo xxx. Supondremos
1_e00051-plain	, que el sector educativo posee una tecnología que utiliza tanto	capital_NC_capital físico_ADJ_físico como_ADV_como humano_ADJ_humano,_CM_, por_PREP_por ejemplo_NC_ejemplo xxx_NP_xxx	, donde xxx y xxx son el capital físico y humano utilizados
1_e00051-plain	cual es el progreso tecnológico. Para modelos de escaleras de	calidad_NC_calidad y_CC_y crecimiento_NC_crecimiento,_CM_, véase_VCLIfin_verse por_PREP_por ejemplo_NC_ejemplo Aghion_NP_Aghion	y Howitt (1992), Grossman y Helpman (1991,
1_e00053-plain	trabajo. Englobamos, por decirlo así, la no-homogeneidad de	las_ART_el unidades_NC_unidad de_PREP_de trabajo_NC_trabajo de_PREP_de igual_ADJ_igual remuneración_NC_remuneración	dentro del equipo, que juzgamos cada vez menos adecuado para emplear
1_e00053-plain	está en llegar a la justificable inferencia de que, cuando	un_ART_un individuo_NC_individuo ahorra_VLfin_ahorrar,_CM_, aumenta_VLfin_aumentar en_PREP_en igual_ADJ_igual cantidad_NC_cantidad	la inversión global. Es verdad que cuando un individuo ahorra aumenta
1_e00053-plain	los principales entre los factores que determinan la eficiencia marginal del	capital_NC_capital,_CM_, que_CQUE_que es_VSfin_ser igual_ADJ_igual que_CQUE_que la_ART_el curva_NC_curva	de demanda de inversión. Sin embargo, no hay mucho que
1_e00079-plain	imposible exagerar en la importancia que tiene el hecho de que	las_ART_el ideologías_NC_ideología,_CM_, al_PAL_al igual_ADJ_igual que_CQUE_que las_ART_el racionalizaciones_NC_racionalización	individuales, no son mentiras. Y que los enunciados de hecho
1_e00079-plain	Towards a Dynamic Economics, 1948) y Stigler. Numerosos	autores_NC_autor adoptan_VLfin_adoptar una_ART_un posición_NC_posición intermedia_ADJ_intermedio,_CM_, por_PREP_por ejemplo_NC_ejemplo CHAFILES_NC_CHAFILES	F. Roos (Dynamic Economics, 1934). Repito también
