Reference	LeftContext	Pivot	RightContext
1_m00064-plain	almacenamiento y la liberación de vasopresina son exactamente iguales a los de	cualquier_QU_cualquier otra_QU_otro sustancia_NC_sustancia transmisora_ADJ_transmisor peptídica_ADJ_peptídico,_CM_, excepto_PREP_excepto en_PREP_en que_CQUE_que	la vasopresina afecta a receptores situados en otra parte del cuerpo,
1_m00092-plain	célula fagocítica importante, el neutrófilo polimorfonuclear, está confinado en su	mayor_ADJ_grande parte_NC_parte al_PAL_al torrente_NC_torrente sanguíneo_ADJ_sanguíneo,_CM_, excepto_PREP_excepto cuando_CSUBX_cuando es_VSfin_ser	reclutado hacia los sitios de inflamación aguda. Figura 1-5 Ultraestructura de
1_m00203-plain	. Los machos con un gen period inactivo, en cambio,	generan_VLfin_generar un_ART_un sonido_NC_sonido sin_PREP_sin rítmica_ADJ_rítmico,_CM_, menos_ADV_menos eficaz_ADJ_eficaz,_CM_,	por lo que se ve, a la hora de estimular a
1_m00203-plain	canto que difiere en los intervalos entre pulsos. El gen period	de_PREP_de ambas_QU_ambo especies_NC_especie es_VSfin_ser similar_ADJ_similar,_CM_, salvo_PREP_salvo unas_ART_un pequeñas_ADJ_pequeño	diferencias en la región central. Mediante manipulación por ingeniería genética se
1_m00220-plain	del sistema inmunitario es que sus proteínas se han diversificado y especializado	hasta_PREP_hasta un_ART_un punto_NC_punto sin_PREP_sin precedentes_ADJ_precedente,_CM_, excepto_PREP_excepto en_PREP_en el_ART_el	sistema nervioso. Son contadas las moléculas del sistema inmunitario realmente nuevas
1_m00251-plain	, liar el ADN para que determine proteínas no funcionales. Se	sitúan_VLfin_situar fuera_ADV_fuera de_PREP_de los_ART_el genes_NC_gen|genes,_CM_, salvo_PREP_salvo un_ART_un 10_CARD_@card@	por ciento que cae en su interior. De este 10 por
1_m00293-plain	aparte en un período de menos de 1 / 2SaVa parte de	cinco_CARD_cinco millones_CARD_millones,_CM_, o_CC_o sea_VSfin_ser,_CM_, menos_ADV_menos de_PREP_de 200_CARD_@card@	. 000. Con una tercera serie de datos sobre cambios en
1_m00306-plain	genes se encontraban alejados en el cromosoma. Por consiguiente, cuanto	más_ADV_más próximos_ADJ_próximo estén_VEfin_estar dos_CARD_dos genes_NC_gen|genes,_CM_, menos_ADV_menos probable_ADJ_probable es_VSfin_ser	que ocurra entre ellos un intercambio. Morgan propuso el término entrecruzamiento
1_m00306-plain	En la siguiente discusión, recuerde que en la herencia poligénica,	como_CSUBX_como en_PREP_en la_ART_el herencia_NC_herencia monogénica_ADJ_monogénica,_CM_, salvo_ADJ_salvo accidentes_NC_accidente,_CM_,	el genotipo se fija en el momento de la fecundación, mientras
1_m00306-plain	la posición del 14N en el gradiente. Resultados parecidos se obtuvieron	después_ADV_después de_PREP_de una_ART_un tercera_ORD_tercero generación_NC_generación,_CM_, excepto_PREP_excepto que_CQUE_que la_ART_el	proporción de la banda de 14N se incrementó. De nuevo,
1_m00306-plain	en Neurospora En (a), la mayoría de conidios no	están_VEfin_estar afectados_VLadj_afectar,_CM_, excepto_PREP_excepto un_ART_un conidio_NC_conidio	(en color rojo) que contiene dicha mutación. En (
1_m00310-plain	. En ambos interviene el ácido ribonucleico, una molécula formada por	un_ART_un filamento_NC_filamento único_ADJ_único similar_ADJ_similar al_PAL_al DNA_NC_dna,_CM_, excepto_PREP_excepto en_PREP_en que_CQUE_que	su hidrato de carbono es la ribosa y en que contiene uracilo
1_m00324-plain	mediante la actividad de otro enzima. Otro trozo de ADN es	tratado_VLadj_tratar de_PREP_de un_ART_un modo_NC_modo similar_ADJ_similar,_CM_, excepto_PREP_excepto que_CQUE_que se_SE_se	agregan nucleótidos que contienen timina en lugar de adenina. Cuando estas
1_m00324-plain	» algunos de sus genes, si no resultaría un caos.	Todas_QU_todo nuestras_PPO_nuestro células_NC_célula,_CM_, excepto_PREP_excepto el_ART_el esperma_NC_esperma	y los óvulos, tienen un conjunto completo de genes. Las
1_m00324-plain	, a su vez, controlan el metabolismo de la célula,	que_CQUE_que con_PREP_con frecuencia_NC_frecuencia funciona_VLfin_funcionar normalmente_ADV_normal|normalmente,_CM_, salvo_PREP_salvo algunas_QU_alguno notables_ADJ_notable	excepciones. Algunos genes anidados en nuestros cromosomas pueden dañarse y fallar
1_m00332-plain	. En la mayoría de los artículos, seguía abordándose el ADN	como_CSUBX_como una_ART_un entidad_NC_entidad ideal_ADJ_ideal que_CQUE_que,_CM_, salvo_PREP_salvo mutaciones_NC_mutación ocasionales_ADJ_ocasional	, persistía inalterado en medio del turbulento ambiente interno de la célula
1_m00341-plain	moléculas circulares de DNA de doble cadena que se replican de modo	extracromosómico_ADJ_extracromosómico en_PREP_en las_ART_el bacterias_NC_bacteria o_CC_o,_CM_, menos_ADV_menos comúnmente_ADV_común,_CM_,	en levaduras. Debido a que puede mantenerse un número moderado de
1_m00341-plain	femenino de manera simultánea, lo que produce cigotos con números cromosómicos	extraños_ADJ_extraño que_CQUE_que son_VSfin_ser extremadamente_ADV_extremado raros_ADJ_raro,_CM_, excepto_PREP_excepto en_PREP_en el_ART_el	caso de cromosomas sexuales. La no disyunción también puede ocurrir en
1_m00344-plain	hay detrás de los protocolos de cartografiado. Se recordará que cada	célula_NC_célula humana_ADJ_humano contiene_VLfin_contener 46_CARD_@card@ cromosomas_NC_cromosoma,_CM_, excepto_PREP_excepto las_ART_el células_NC_célula	espermáticas del hombre y los óvulos maduros de la mujer, cada
1_m00351-plain	las células clonadas. Por el momento somos incapaces de regenerar animales	a_PREP_a partir_VLinf_partir de_PREP_de células_NC_célula clonadas_VLadj_clonar,_CM_, excepto_PREP_excepto en_PREP_en la_ART_el	limitada extensión de subdividir grupos de células en las primeras etapas del
