id,presence,candidate_term_left,candidate_term_right,occurrence,full_context
H24_economy_1,none,[None],[None], representada por una línea,"En la figura se indica la mediana de los costos, representada por una líneahorizontal, y la gama de los costos en torno a la"
H24_economy_2,none,[None],[None], representada por una línea,"la gama de los costos en torno a la mediana, representada por una líneavertical cuyos extremos marcan el primer y tercer cuartiles del volumen de"
H24_economy_3,none,[None],[None], calificados de los Estados,"franceses que han perdido su empleo, o los trabajadores no calificados de los EstadosUnidos cuyos salarios vienen disminuyendo desde hace decenas de años, incluso"
H24_economy_4,none,[None],[None], calificada de la industria,") es 56 veces superior al salario de una trabajadora no calificada de la industriatextil en Nairobi (Kenya), cuyo ingreso es, a"
H24_economy_5,none,[None],[None], calificados de la industria,"ingenieros, por ejemplo, ganan más que los trabajadores no calificados de la industriatextil en todos los países. Pero también se debe en parte"
H24_economy_6,none,[None],[None], referido tipo,"del Banco de España "". En caso de que el referido tipode interés no se pudiera hacer público por los cauces indicados,"
H24_economy_7,none,[None],[None], referido tipo,"del Banco de España "". En caso de que el referido tipode interés no se pudiera hacer público por los cauces indicados,"
H24_economy_8,none,[None],[None], llamaremos xxx,de esta economía (cerrada) es algo a lo que llamaremos xxx. En principio podríamos pensar en xxx como si de capital físico
H24_economy_9,none,[None],[None], llamaremos inversión,puede transformarse en capital a través de un proceso al que llamaremos inversión. Si denominamos xxx a la parte de la renta que es
H24_economy_10,none,[None],[None], llamados efectos,"explicarse mediante la existencia de externalidades en la producción, los llamados efectosdesbordamiento: la decisión de cada productor individual afecta positivamente a la"
H24_economy_11,none,[None],[None], llamaremos curva,"2. 1. La función xxx, a la que llamaremos curvade depreciación es independiente de xxx, por lo que está representada"
H24_economy_12,none,[None],[None], representada por una línea,"de depreciación es independiente de xxx, por lo que está representada por una línearecta horizontal. Por su parte, el supuesto, xxx implica"
H24_economy_13,none,[None],[None], llamaremos curva,", xxx implica que la función xxx, a la que llamaremos curvade ahorro, es decreciente, que tiende a infinito cuando xxx"
H24_economy_14,none,[None],[None], designaremos por xxx,"xxx para el cual ambas curvas se cruzan, al que designaremos por xxxes el capital por trabajador que existe en el estado estacionario."
