Reference	LeftContext	Pivot	RightContext
1_m00003-plain	oportunistas y los nuevos agentes infecciosos; - la investigación socioeconómica en	el_ART_el área_NC_área de_PREP_de los_ART_el servicios_NC_servicio de_PREP_de salud_NC_salud:_COLON_: necesidades_NC_necesidad	en materia de cuidados y prevención, análisis de las consecuencias socioeconómicas
1_m00003-plain	, la seguridad y la calidad de los nuevos medicamentos. -	La_ART_el farmacotoxicología_NC_farmacotoxicología:_COLON_: validación_NC_validación	previa de métodos alternativos in vitro que puedan utilizar células y tejidos
1_m00003-plain	contribución de la imaginería funcional a la investigación en neurofarmacología. -	La_ART_el farmacovigilancia_NC_farmacovigilancia:_COLON_: desarrollo_NC_desarrollo	de redes de vigilancia para la detección precoz de los posibles efectos
1_m00003-plain	control de casos, registros transnacionales y estudios de cohorte. -	Los_ART_el ensayos_NC_ensayo clínicos_ADJ_clínico:_COLON_: apoyo_NC_apoyo	a la colaboración intraeuropea en ensayos clínicos aleatorios de calidad científica elevada
1_m00003-plain	introducirlos en el mercado de la salud. - las técnicas y	la_ART_el robótica_NC_robótica de_PREP_de intervención_NC_intervención mínima_ADJ_pequeño:_COLON_: robótica_NC_robótica	, imágenes tridimensionales, tecnologías de las microestructuras y nanotecnología para su
1_m00003-plain	orientaciones ergonómicas de los quirófanos para la cirugía poco invasiva; -	las_ART_el técnicas_NC_técnica de_PREP_de diagnóstico_NC_diagnóstico por_PREP_por la_ART_el imagen_NC_imagen:_COLON_: resonancia_NC_resonancia	magnética, ultrasonidos, biomagnetismo, tomografía por emisión de positrones,
1_m00003-plain	eléctrica permite obtener resultados que abren nuevas posibilidades de aplicación clínica.	Los_ART_el campos_NC_campo de_PREP_de interés_NC_interés serán_VSfin_ser:_COLON_: las_ART_el tecnologías_NC_tecnología	referentes a las investigaciones celulares, la orientación de las células,
1_m00003-plain	artificial de la vida por técnicas médicas y la reanimación; -	la_ART_el asignación_NC_asignación de_PREP_de recursos_NC_recurso:_COLON_: aspectos_NC_aspecto	éticos y sociales de las opciones que deben tomarse en materia de
1_m00003-plain	en materia de presupuesto de salud y asignación de recursos; -	el_ART_el transplante_NC_transplante:_COLON_: utilización_NC_utilización	de tejidos y órganos humanos, así como la organización de bancos
1_m00003-plain	J. No obstante, se aplicarán a la ejecución del presente	programa_NC_programa las_ART_el precisiones_NC_precisión siguientes_ADJ_siguiente:_COLON_: la_ART_el participación_NC_participación	en el programa está abierta, con ayuda financiera de la Comunidad
1_m00064-plain	constituido por las partes del sistema nervioso que se sitúan dentro de	la_ART_el cavidad_NC_cavidad craneal_ADJ_craneal y_CC_y del_PDEL_del canal_NC_canal vertebral_ADJ_vertebral:_COLON_: el_ART_el encéfalo_NC_encéfalo	y la médula espinal. El sistema nervioso periférico (SNP)
1_m00064-plain	constituyentes, A y B. El enzima X da lugar a	la_ART_el unión_NC_unión de_PREP_de A_ALFS_A y_CC_y B_ALFS_B:_COLON_: el_ART_el enzima_NC_enzima	Y da lugar a la ruptura de AB. (Para que
1_m00064-plain	SNC, pero hace mucho más que esto. Las neuronas son	células_NC_célula con_PREP_con una_ART_un existencia_NC_existencia muy_ADV_muy protegida_VLadj_proteger:_COLON_: las_ART_el células_NC_célula	gliales las amortiguan física y químicamente en relación con el resto del
1_m00064-plain	anatomistas dieron nombre a la mayoría de las estructuras cerebrales teniendo en	cuenta_NC_cuenta su_PPO_suyo similitud_NC_similitud con_PREP_con objetos_NC_objeto corrientes_ADJ_corriente:_COLON_: amígdala_NC_amígdala	o «almendra»; hipocampo o «caballo de mar»
1_m00064-plain	periféricos, que constituyen el sistema nervioso periférico (SNP).	El_ART_el SNC_NP_SNC está_VEfin_estar envuelto_VLadj_envolver en_PREP_en estructuras_NC_estructura óseas_ADJ_óseo:_COLON_: el_ART_el cerebro_NC_cerebro	está cubierto por el cráneo, y la médula espinal, por
1_m00064-plain	cerebelo y del lóbulo temporal izquierdo). Dos conjuntos principales de	arterias_NC_arteria irrigan_VLfin_irrigar el_ART_el cerebro_NC_cerebro:_COLON_: las_ART_el arterias_NC_arteria	vertebrales se encargan de la porción caudal, y las arterias carótidas
1_m00064-plain	ganglios autonómicos. Figura Aporte sanguíneo arterial del cerebro, visto desde	la_ART_el cara_NC_cara basal_ADJ_basal Figura_VLfin_figurar Las_ART_el meninges_NC_meninge:_COLON_: duramadre_NC_duramadre	, membrana aracnoides y piamadre En la primera edición de este libro
1_m00064-plain	los nervios espinales y craneales, y por los ganglios periféricos.	El_ART_el SNC_NP_SNC está_VEfin_estar cubierto_VLadj_cubrir por_PREP_por las_ART_el meninges_NC_meninge:_COLON_: duramadres_NC_duramadre	aracnoides y piamadre. El espacio situado bajo la membrana aracnoides está
1_m00064-plain	LCR se bloquea, debido a un tumor o a cualquier otra	obstrucción_NC_obstrucción,_CM_, aparece_VLfin_aparecer hidrocefalia_NC_hidrocefalia:_COLON_: un_ART_un aumento_NC_aumento	del volumen de los ventrículos, con el consiguiente daño cerebral.
1_m00064-plain	ventrículos, y el tejido que las rodea, en las tres	partes_NC_parte principales_ADJ_principal del_PDEL_del encéfalo_NC_encéfalo:_COLON_: el_ART_el prosencéfalo_NC_prosencéfalo	(o cerebro anterior), el mesencéfalo (o cerebro medio
1_m00064-plain	») se estrecha, formando el acueducto cerebral y desarrollándose dos	estructuras_NC_estructura en_PREP_en el_ART_el rombencéfalo_NC_rombencéfalo:_COLON_: el_ART_el metencéfalo_NC_metencéfalo	(«encéfalo de detrás») y el mielencéfalo («
1_m00064-plain	neurales producidas en estos órganos. Generalmente se dice que tenemos cinco	sentidos_NC_sentido:_COLON_: vista_NC_vista	, oído, olfato, gusto y tacto. En realidad,
1_m00064-plain	. Todo el mundo está de acuerdo en que podemos detectar estos	estímulos_NC_estímulo:_COLON_: la_ART_el cuestión_NC_cuestión	es si son o no detectados por sentidos separados. diferentes entre
