Reference	LeftContext	Pivot	RightContext
1_m00003-plain	prioridades que hay que establecer, teniendo en cuenta las grandes variaciones	entre_PREP_entre los_ART_el sistemas_NC_sistema de_PREP_de salud_NC_salud nacionales_ADJ_nacional,_CM_, las_ART_el estructuras_NC_estructura	de investigación, las prácticas clínicas y los procedimientos terapéuticos. Sólo
1_m00215-plain	entre efectos genéticos y ambientales. Preveo un estrechamiento de los lazos	entre_PREP_entre genética_NC_genética y_CC_y comportamiento_NC_comportamiento,_CM_, un_ART_un conocimiento_NC_conocimiento	mucho más preciso de las funciones cerebrales y una adopción gradual de
1_m00215-plain	Las cópulas madre-hijo se encuentran reprimidas en todos los primates. Incluso	entre_PREP_entre los_ART_el bonobos_NC_bonobo -a_ADJ_-a buen_ADJ_bueno seguro_ADJ_seguro,_CM_, los_ART_el primates_NC_primate	de mayor actividad sexual sobre la faz de la Tierra- semejante acoplamiento
1_m00230-plain	. Puesto que las medidas de " g " derivan de intercorrelaciones	entre_PREP_entre la_ART_el competencia_NC_competencia verbal_ADJ_verbal y_CC_y la_ART_el espacial_ADJ_espacial,_CM_, un_ART_un gen_NC_gen	que está ligado a estos dos caracteres desempeñar alguna función en la
1_m00240-plain	de escape relativa» ha surgido un método para examinar la relación	entre_PREP_entre fuerza_NC_fuerza natatoria_ADJ_natatorio,_CM_, velocidad_NC_velocidad	y patrón de movimiento. El descubrimiento de que los espermatozoides que
1_m00244-plain	, se halla implicada en el 20 por ciento de las muertes	entre_PREP_entre los_ART_el negros_NC_negro,_CM_, una_ART_un cifra_NC_cifra	que dobla la de los blancos. La explicación al uso de
1_m00244-plain	índices superiores a 25. En el estudio desarrollado por los autores	entre_PREP_entre descendientes_NC_descendiente de_PREP_de africanos_NC_africano,_CM_, un_ART_un índice_NC_índice	medio bajo de una población se correspondía con una tasa baja de
1_m00270-plain	las anomalías genéticas asociadas con el cáncer. Examinaremos también las relaciones	entre_PREP_entre las_ART_el mutaciones_NC_mutación y_CC_y el_ART_el cáncer_NC_cáncer,_CM_, la_ART_el identificación_NC_identificación	de los genes que, cuando matan, inician la transformación de
1_m00270-plain	de entrar en la fase S Estos puntos de control implican interacciones	entre_PREP_entre proteínas_NC_proteína transitorias_ADJ_transitorio,_CM_, llamadas_NC_llamada	ciclinas, y quinasas, que añaden grupos fosfato a las proteínas
1_m00279-plain	integrado del estudio del síndrome de Williams - que busca la interrelación	entre_PREP_entre genes_NC_gen|genes,_CM_, neurobiología_NC_neurobiología	y comportamiento- puede convertirse en un modelo para explorar la forma en
1_m00281-plain	y los cloroplastos. Incluye también una extensa trama de enlaces transversales	entre_PREP_entre ramas_NC_rama,_CM_, enlaces_NC_enlace	que se han distribuido al azar para simbolizar el alto grado de
1_m00300-plain	una diferencia estadísticamente significativa en el tamaño medio de la comisura anterior	entre_PREP_entre varones_NC_varón homosexuales_ADJ_homosexual y_CC_y heterosexuales_ADJ_heterosexual,_CM_, los_ART_el tamaños_NC_tamaño	de las comisuras anteriores de 27 de los 30 hombres homosexuales de
1_m00304-plain	10 veces menor, tan sólo del 0, 5 %.	Entre_PREP_entre los_ART_el japoneses_NC_japonés de_PREP_de primera_ORD_primero generación_NC_generación en_PREP_en Hawaii_NP_Hawaii,_CM_, la_ART_el frecuencia_NC_frecuencia	de cáncer de colon ha aumentado varias veces, sin alcanzar todavía
1_m00306-plain	...». Por ejemplo, Sturtevant compiló datos sobre la recombinación	entre_PREP_entre los_ART_el genes_NC_gen|genes mutantes_NC_mutante yellow_NC_yellow,_CM_, white_NC_white	y miniature, estudiados inicialmente por Morgan. Las frecuencias de entrecruzamiento
1_m00306-plain	proporción sexual secundaria es 1, 15. Para explicar la diferencia	entre_PREP_entre las_ART_el proporciones_NC_proporción sexuales_ADJ_sexual primaria_ADJ_primario y_CC_y secundaria_ADJ_secundario,_CM_, una_ART_un posibilidad_NC_posibilidad	es que la mortalidad femenina prenatal sea mayor que la masculina.
1_m00310-plain	de portador. Dado que en estas pruebas suele existir una solapación	entre_PREP_entre portadores_NC_portador y_CC_y homocigotos_NC_homocigoto normales_ADJ_normal,_CM_, el_ART_el análisis_NC_análisis	no puede determinar con certeza el estado de portador, pero nos
1_m00327-plain	. Como los vasos linfáticos drenan de ordinario el exceso de líquido	entre_PREP_entre las_ART_el células_NC_célula,_CM_, la_ART_el carencia_NC_carencia	de linfáticos en los tumores podría contribuir a una elevación de la
1_m00341-plain	masculina. Si la recombinación ocurre por debajo del limite seudoautosómico,	entre_PREP_entre las_ART_el porciones_NC_porción específicas_ADJ_específico X_ALFS_X e_CC_y Y_ALFS_Y,_CM_, las_ART_el secuencias_NC_secuencia	que generan la diferenciación sexual del varón pueden translocarse de Y a
1_m00344-plain	tuvo corta vida. A medida que se sucedieron las reuniones organizativas	entre_PREP_entre los_ART_el departamentos_NC_departamento,_CM_, agencias_NC_agencia	e individuos liderantes, se desarrolló un consenso que se expresa,
1_m00361-plain	/ N N / N. Una consecuencia importante de las relaciones	entre_PREP_entre fenotipo_NC_fenotipo,_CM_, genotipo_NC_genotipo	y frecuencias alélicas es que las proporciones de los genotipos no cambian
1_m00362-plain	frecuencia. Por lo tanto, es necesario llegar a un compromiso	entre_PREP_entre el_ART_el volumen_NC_volumen del_PDEL_del inóculo_NC_inóculo,_CM_, las_ART_el probabilidades_NC_probabilidad	de contaminación del mismo y las de degeneración de cepas y la
1_m00500-plain	de la tabla 14-2). También existe una asociación muy fuerte	entre_PREP_entre xxx_NP_xxx y_CC_y espondilitis_NC_espondilitis anquilosante_ADJ_anquilosante,_CM_, una_ART_un enfermedad_NC_enfermedad	inflamatoria crónica de la columna vertebral y las articulaciones sacroilíacas. Mientras
1_m00500-plain	por el mismo antígeno. Figura 14-3 Representación esquemática de la interacción	entre_PREP_entre una_ART_un molécula_NC_molécula de_PREP_de xxx_NP_xxx,_CM_, una_ART_un proteína_NC_proteína	extraña y el receptor de linfocitos T Tabla 14-3 Ejemplos de trastornos
1_m00664-plain	a los productos de desecho. Pero en la lucha sin tregua	entre_PREP_entre las_ART_el especies_NC_especie,_CM_, las_ART_el bacterias_NC_bacteria	patógenas han adquirido la capacidad de infiltrarse en las defensas celulares y
1_m00665-plain	nuestro en septiembre.) Otros estudios resaltaban la ausencia de homocigóticos	entre_PREP_entre africanos_NC_africano,_CM_, asiáticos_NC_asiático	o afroamericanos. Señalaban que entre el 1 y el 2 por
1_m00703-plain	de secuencias de ADN, se descubrirán con mayor nitidez las relaciones	entre_PREP_entre grupos_NC_grupo de_PREP_de poblaciones_NC_población,_CM_, los_ART_el episodios_NC_episodio	de mezcla y los períodos de separación y migración. Se verá
1_m00731-plain	hechas de un polímero insoluble como el dextrano o la agarosa (	entre_PREP_entre los_ART_el ejemplos_NC_ejemplo comerciales_ADJ_comercial se_SE_se incluyen_VLfin_incluir Sephadex_NP_Sephadex,_CM_, Sepharosa_NP_Sepharosa	y Bio-gel) Precipitación salina. La preparación de proteínas se fracciona
