Reference	LeftContext	Pivot	RightContext
1_m00003-plain	DE IDT PROPUESTAS Los objetivos de la investigación sobre el sida,	la_ART_el tuberculosis_NC_tuberculosis y_CC_y otras_QU_otro enfermedades_NC_enfermedad infecciosas_ADJ_infeccioso	, cáncer, investigación farmacéutica, investigación sobre el cerebro e investigación
1_m00003-plain	tratarán principalmente por medio de una concertación. Investigación sobre sida,	tuberculosis_NC_tuberculosis y_CC_y otras_QU_otro enfermedades_NC_enfermedad infecciosas_ADJ_infeccioso	Se han obtenido progresos importantes en la lucha contra el sida gracias
1_m00003-plain	inmigración y un cambio en los comportamientos sociales, el sida,	la_ART_el tuberculosis_NC_tuberculosis y_CC_y otras_QU_otro enfermedades_NC_enfermedad infecciosas_ADJ_infeccioso	repercutirán sobre la salud y la calidad de vida en la Comunidad
1_m00003-plain	cerebro, de sus funciones y de su metabolismo, para determinar	la_ART_el distribución_NC_distribución de_PREP_de las_ART_el proteínas_NC_proteína y_CC_y de_PREP_de otras_QU_otro estructuras_NC_estructura en_PREP_en	el cerebro y caracterizar las estructuras anatómicas y los mecanismos psicológicos que
1_m00003-plain	tenga como finalidad modificar la construcción genética de los seres humanos mediante	cambios_NC_cambio en_PREP_en las_ART_el células_NC_célula germinales_ADJ_germinal o_CC_o en_PREP_en cualquier_QU_cualquier otra_QU_otro fase_NC_fase del_PDEL_del	desarrollo embrionario que hagan hereditarias esas modificaciones; tampoco se hará ningún
1_m00003-plain	de preparación de eventuales acciones futuras; - conferencias, seminarios,	talleres_NC_taller u_CC_o otras_QU_otro reuniones_NC_reunión científicas_ADJ_científico	o técnicas, incluidas las reuniones de coordinación intersectorial o multidisciplinar;
1_m00064-plain	Las dendritas de la mayoría de las neuronas unipolares detectan tacto,	cambios_NC_cambio de_PREP_de temperatura_NC_temperatura y_CC_y otros_QU_otro acontecimientos_NC_acontecimiento sensoriales_ADJ_sensorial	que afectan a la piel. Los botones terminales La mayoría de
1_m00064-plain	mezclen; e incluso actúan como «amas de casa»,	destruyendo_VLadj_destruir y_CC_y eliminando_VLger_eliminar los_ART_el restos_NC_resto de_PREP_de las_ART_el neuronas_NC_neurona	que han muerto debido a alguna lesión o por envejecimiento. Hay
1_m00064-plain	3). El cerebro es una gran masa de neuronas,	glía_NC_glía y_CC_y otras_QU_otro células_NC_célula de_PREP_de	sostén. Es el órgano más protegido del cuerpo, situado en
1_m00064-plain	de un hombre se separan, la mitad de los espermatozoides pasan	a_PREP_a tener_VLinf_tener un_ART_un cromosoma_NC_cromosoma X_ALFS_X y_CC_y la_ART_el otra_QU_otro mitad_NC_mitad un_ART_un	cromosoma Y. Un espermatozoide con el cromosoma Y da lugar a
