id,presence,candidate_term_left,candidate_term_right,occurrence,full_context
H7_economy_1,both,['tuberculosis'],"['enfermedades', 'infecciosas', 'enfermedades infecciosas']", la tuberculosis y otras enfermedades infecciosas,"DE IDT PROPUESTAS Los objetivos de la investigación sobre el sida, la tuberculosis y otras enfermedades infecciosas, cáncer, investigación farmacéutica, investigación sobre el cerebro e investigación"
H7_economy_2,both,['tuberculosis'],"['enfermedades', 'infecciosas', 'enfermedades infecciosas']", tuberculosis y otras enfermedades infecciosas,"tratarán principalmente por medio de una concertación. Investigación sobre sida, tuberculosis y otras enfermedades infecciosasSe han obtenido progresos importantes en la lucha contra el sida gracias"
H7_economy_3,both,['tuberculosis'],"['enfermedades', 'infecciosas', 'enfermedades infecciosas']", la tuberculosis y otras enfermedades infecciosas,"inmigración y un cambio en los comportamientos sociales, el sida, la tuberculosis y otras enfermedades infecciosasrepercutirán sobre la salud y la calidad de vida en la Comunidad"
H7_economy_4,both,"['distribución', 'proteínas']",['estructuras'], la distribución de las proteínas y de otras estructuras en,"cerebro, de sus funciones y de su metabolismo, para determinar la distribución de las proteínas y de otras estructuras enel cerebro y caracterizar las estructuras anatómicas y los mecanismos psicológicos que"
H7_economy_5,both,"['cambios', 'células', 'germinales', 'células germinales']",['fase'], cambios en las células germinales o en cualquier otra fase del,tenga como finalidad modificar la construcción genética de los seres humanos mediante cambios en las células germinales o en cualquier otra fase deldesarrollo embrionario que hagan hereditarias esas modificaciones; tampoco se hará ningún
H7_economy_6,right,[None],['científicas'], talleres u otras reuniones científicas,"de preparación de eventuales acciones futuras; - conferencias, seminarios, talleres u otras reuniones científicaso técnicas, incluidas las reuniones de coordinación intersectorial o multidisciplinar;"
H7_economy_7,both,"['cambios', 'temperatura']",['sensoriales'], cambios de temperatura y otros acontecimientos sensoriales,"Las dendritas de la mayoría de las neuronas unipolares detectan tacto, cambios de temperatura y otros acontecimientos sensorialesque afectan a la piel. Los botones terminales La mayoría de"
H7_economy_8,right,[None],"['restos', 'neuronas']", destruyendo y eliminando los restos de las neuronas,"mezclen; e incluso actúan como «amas de casa», destruyendo y eliminando los restos de las neuronasque han muerto debido a alguna lesión o por envejecimiento. Hay"
H7_economy_9,both,['glía'],['células'], glía y otras células de,"3). El cerebro es una gran masa de neuronas, glía y otras células desostén. Es el órgano más protegido del cuerpo, situado en"
H7_economy_10,both,['cromosoma'],['mitad'], a tener un cromosoma X y la otra mitad un,"de un hombre se separan, la mitad de los espermatozoides pasan a tener un cromosoma X y la otra mitad uncromosoma Y. Un espermatozoide con el cromosoma Y da lugar a"
H7_economy_11,both,"['pared', 'uterina', 'pared uterina']","['inhibe', 'producción', 'ováricos']", Mantiene asimismo la pared uterina e inhibe la producción de otros tolículos ováricos,"). Esta última hormona promueve el embarazo (gestación). Mantiene asimismo la pared uterina e inhibe la producción de otros tolículos ováricos. Mientras tanto, el óvulo se introduce en una de las"
H7_economy_12,both,"['nacimiento', 'ratas']",['especies'], del nacimiento en las ratas y en varias otras especies de,"suerte para los experimentadores, este período crítico tiene lugar poco después del nacimiento en las ratas y en varias otras especies deroedores, que nacen en una condición bastante inmadura. Así,"
H7_economy_13,left,['riñones'],[None], uno en los riñones y el otro en el,al menos dos grupos de receptores que cumplen esta doble función: uno en los riñones y el otro en elcorazón y en los grandes vasos sanguíneos. Figura Detección de hipovolemia
H7_economy_14,left,"['aprendizaje', 'identificación']",[None], de aprendizaje es la identificación y categorización de objetos incluidos otros miembros de,a distinguirlos de otros similares. La principal función de este tipo de aprendizaje es la identificación y categorización de objetos incluidos otros miembros denuestra especie) y situaciones. A menos que hayamos aprendido a
H7_economy_15,left,['masticar'],[None], masticar y otras cosas que,"movimientos de las orejas y el hocico, correr, oler, masticar y otras cosas quepueden hacer los conejos). Pero antes de que tenga lugar"
H7_economy_16,both,"['nuestras', 'percepciones', 'nuestras propias']","['recuerdos', 'circuitos', 'neurales', 'circuitos neurales']", pensamos sobre nuestras propias percepciones o recuerdos estamos utilizando otros circuitos neurales,"diciendo. Cuando escuchamos y comprendemos palabras, y cuando hablamos o pensamos sobre nuestras propias percepciones o recuerdos estamos utilizando otros circuitos neuralesademás de los que están directamente relacionados con el habla. Así"
H7_economy_17,both,"['actividad', 'área']",['regiones'], la actividad del área de Broca y de otras regiones de,"de palabras, su orden y el uso de marcadores gramaticales supone la actividad del área de Broca y de otras regiones dela corteza frontal de asociación. Hasta el momento hemos descrito la"
H7_economy_18,right,[None],"['factores', 'similares', 'factores similares']", el estatus económico y otros factores similares,", el contexto familiar de una persona, la clase social, el estatus económico y otros factores similaresafectan a la probabilidad de que una persona desarrolle un trastorno mental"
H7_economy_19,both,['contaminarse'],['rehúsan'], de casa porque temen contaminarse y rehúsan tocar a otros miembros de,"y tienden sus ropas constantemente. Algunos sujetos tienen miedo de salir de casa porque temen contaminarse y rehúsan tocar a otros miembros desu familia. Si accidentalmente se «contaminan», generalmente llevan"
H7_economy_20,both,"['especie', 'susceptibilidad']","['resistencia', 'congénitas']", los cuales una especie presenta susceptibilidad y otra resistencia congénitas,"denominada "" Inmunología "". Además de factores constitucionales mal conocidos por los cuales una especie presenta susceptibilidad y otra resistencia congénitasa ciertas infecciones, se ha identificado una serie de sistemas antimicrobianos"
H7_economy_21,both,['microbios'],"['partículas', 'extrañas', 'partículas extrañas']", Los microbios y otras partículas extrañas,que bloquea la adherencia de las bacterias a las células epiteliales. Los microbios y otras partículas extrañasatrapadas en el moco son eliminadas mediante mecanismos como el movimiento ciliar
