id,presence,candidate_term_left,candidate_term_right,occurrence,full_context
H19_economy_1,none,[None],[None], los países que han introducido reformas tales como Argentina,"de manufacturas e inversión extranjera directa. También pertenecen a este grupo los países que han introducido reformas tales como Argentina, Chile y México en América Latina; Marruecos en el Oriente"
H19_economy_2,none,[None],[None], la comunidad internacional se preocupe de hacer respetar tales normas,". Esta es una distinción bien fundada, y es razonable que la comunidad internacional se preocupe de hacer respetar tales normas. Sin embargo, conviene que los acuerdos de comercio multilaterales se"
H19_economy_3,none,[None],[None], los estudios como medida de la experiencia tal vez,", el uso de los "" años transcurridos desde la terminación de los estudios como medida de la experiencia tal vezno sirva para describir adecuadamente las características de la experiencia de las"
H19_economy_4,right,[None],['forma'], los Precios de Ejercicio se fijan de tal forma,"de Precio de Ejercicio más cercano. Para las demás series, los Precios de Ejercicio se fijan de tal formaque, en relación con el primer Precio de Ejercicio, al"
H19_economy_5,right,[None],['forma'], los Precios de Ejercicio se fijan de tal forma,"de Precio de Ejercicio más cercano. Para las demás series, los Precios de Ejercicio se fijan de tal formaque, en relación con el primer Precio de Ejercicio, al"
H19_economy_6,right,[None],['forma'], los Precios de Ejercicio se fijan de tal forma,"de Precio de Ejercicio más cercano. Para las demás series, los Precios de Ejercicio se fijan de tal formaque, en relación con el primer Precio de Ejercicio, al"
H19_economy_7,right,[None],['forma'], los Precios de Ejercicio se fijan de tal forma,"de Precio de Ejercicio más cercano. Para las demás series, los Precios de Ejercicio se fijan de tal formaque, en relación con el primer Precio de Ejercicio, al"
H19_economy_8,left,"['tamaño', 'externalidad', 'sea']",[None], el tamaño de la externalidad sea tal que xxx,"de destacar que la condición (1. 6) requiere que el tamaño de la externalidad sea tal que xxx, con lo que tenemos rendimientos constantes del capital en un mundo"
H19_economy_9,both,['tecnología'],['forma'], la tecnología en el momento t de tal forma,"en la cual xxx, de nuevo, es un índice de la tecnología en el momento t de tal formaque xxx, además, xxx vuelve a ser una función homogénea"
H19_economy_10,both,"['suma', 'número', 'infinito']",['términos'], la suma descontada de un número infinito de tales términos,"límite. Puesto que la función de utilidad, xxx, es la suma descontada de un número infinito de tales términos, xxx valdrá infinito, a menos que se restrinja el conjunto"
H19_economy_11,left,['precio'],[None], el precio de tales activos,"La ecuación (9. 11) indica, pues, que el precio de tales activoses un margen constante sobre el coste marginal, siendo el margen"
H19_economy_12,left,"['precios', 'menos']",[None], los precios a menos que tal oferta,"de oferta de mano de obra se desplazará con cada movimiento de los precios a menos que tal ofertasea función dependiente sólo del salario real. De este modo,"
H19_economy_13,none,[None],[None], la equivalencia de tales mercancías,"consecuencia, el salario real bajando. Si esto es verdad, la equivalencia de tales mercancíascon el salario nominal existente no es una indicación precisa de la"
H19_economy_14,left,"['desocupación', 'desocupación involuntaria']",[None], los problemas de la desocupación involuntaria tal cosa,"al caso de la ocupación plena, es una falacia aplicarla a los problemas de la desocupación involuntaria tal cosaexiste (¿ quien lo negará?) -. Los teóricos"
H19_economy_15,both,"['mano', 'obra', 'mayor', 'cantidad', 'mano de obra']",['bienes'], la mano de obra demande mayor cantidad de tales bienes,"mayor de bienes para asalariados, no se debe necesariamente a que la mano de obra demande mayor cantidad de tales bienes; y el que la mano de obra esté dispuesta a aceptar"
H19_economy_16,both,['global'],['forma'], la oferta global en tal forma,"las ventas) siempre se ajusta por sí mismo al precio de la oferta global en tal formaque cualquiera que sea el valor de N, el producto D"
H19_economy_17,left,"['ocupación', 'global', 'ocupación global']",[None], la ocupación global Tal vez,sin el cual son fútiles todos los estudios relativos al volumen de la ocupación global Tal vezun breve resumen de la teoría de la ocupación que se desarrollará
H19_economy_18,both,"['volumen', 'determinado', 'producción', 'volumen determinado']",['forma'], un volumen determinado de producción en tal forma,de uso tanto del producto como del precio de oferta global de un volumen determinado de producción en tal formaque ambos términos deben interpretarse como libres del costo de uso;
H19_economy_19,both,['conceptos'],['producción'], el lugar propio de conceptos tales como la producción,que puedan ser válidos y significativos dentro de ciertos límites; pero el lugar propio de conceptos tales como la producciónreal y neta y el nivel general de precios queda dentro del
H19_economy_20,both,"['uso', 'conceptos', 'uso de conceptos']",['volumen'], el uso de conceptos vagos tales como el volumen,"que analicemos la producción de las empresas o industrias concretas aisladamente y el uso de conceptos vagos tales como el volumende producción total, la cantidad del equipo de capital como un"
H19_economy_21,both,"['relación', 'ocupación', 'producción']",['ocupación'], la relación entre ocupación y producción es tal que una ocupación,"motivará un nivel de ocupación N,. Por tanto, si la relación entre ocupación y producción es tal que una ocupaciónN, da una producción de 0, en la que 0"
H19_economy_22,left,"['forma', 'industrias']",[None], una forma única entre las industrias de tal manera,"determinado medio, cierto volumen total de ocupación será distribuido invariablemente en una forma única entre las industrias de tal maneraque N, sea función de N, la simplificación puede llevarse"
H19_economy_23,both,"['escala', 'producción', 'escala de producción']",['empresarios'], la escala de producción era tal que los empresarios,"Así, por excedente del ahorro sobre la inversión quería decir que la escala de producción era tal que los empresariosestaban obteniendo una ganancia inferior a la normal como propietarios del equipo"
H19_economy_24,left,"['ganancias', 'reales']",[None], las ganancias reales de tal manera,excedente mayor del ahorro sobre la inversión entendía que se estaban reduciendo las ganancias reales de tal maneraque los empresarios tendrían motivo para contraer la producción. Ahora pienso
H19_economy_25,left,['existencia'],[None], la existencia de tal afinidad,"que allí usé este último término, pero ya no confío en la existencia de tal afinidad, como antes supuse. En todo caso, estoy seguro de"
H19_economy_26,both,"['ahorros', 'bancario', 'sistema bancario']",['forma'], los ahorros pueden desaparecer del sistema bancario en tal forma,"banco tienen manera de ingeniarse para efectuar una operación mediante la cual los ahorros pueden desaparecer del sistema bancario en tal formaque se pierden para la inversión; o, al contrario,"
H19_economy_27,both,"['consumo', 'afectará']",['modo'], el consumo afectará de tal modo,"simultáneamente cualquier suma dada. Todo intento de ahorrar más, reduciendo el consumo afectará de tal modolos ingresos que necesariamente se anulará por sí mismo. Por supuesto"
H19_economy_28,left,"['función', 'estable']",[None], una función bastante estable de tal manera,"global. Admitido, pues, que la propensión a consumir es una función bastante estable de tal maneraque, por lo general, el monto del consumo, en"
