Reference	LeftContext	Pivot	RightContext
1_m00064-plain	su diámetro y al tamaño del soma. Por ejemplo, en	una_ART_un persona_NC_persona,_CM_, el_ART_el axón_NC_axón más_ADV_más largo_ADJ_largo	se extiende desde el dedo gordo del pie a una región localizada
1_m00064-plain	Las oscilaciones más lentas implican ondas de longitud más larga, y	las_ART_el ondas_NC_onda más_ADV_más rápidas_ADJ_rápido,_CM_, longitudes_NC_longitud de_PREP_de onda_NC_onda más_ADV_más cortas_ADJ_corto	. Las longitudes de onda determinan la primera de las tres dimensiones
1_m00064-plain	significa «aguja»). La fóvea, región central de	la_ART_el retina_NC_retina,_CM_, media_QU_medio nuestra_ADJ_nuestro visión_NC_visión más_ADV_más aguda_ADJ_agudo	y sólo tiene conos. Los conos son también los responsables de
1_m00064-plain	onda-. Aunque los bastones no detectan los diferentes colores y proporcionan	una_ART_un visión_NC_visión poco_ADV_poco aguda_ADJ_agudo,_CM_, son_VSfin_ser más_ADV_más sensibles_ADJ_sensible	a la luz. En un ambiente débilmente iluminado usamos la visión
1_m00064-plain	. Se pueden encontrar ejemplos relativamente sencillos, como la retirada de	la_ART_el pierna_NC_pierna en_PREP_en respuesta_NC_respuesta al_PAL_al dolor_NC_dolor,_CM_, pero_CCAD_pero también_ADV_también más_ADV_más complejos_ADJ_complejo	, como la eyaculación del semen. Los reflejos espinales no ocurren
1_m00064-plain	visibles e incluyen el pene y el escroto en varones, y	los_ART_el labios_NC_labio vulvares_ADJ_vulvar,_CM_, el_ART_el clítoris_NC_clítoris y_CC_y la_ART_el parte_NC_parte más_ADV_más externa_ADJ_externo	de la vagina en mujeres. Como acabamos de ver, los
1_m00064-plain	existe aproximadamente el mismo número de machos que de hembras activos para	la_ART_el reproducción_NC_reproducción,_CM_, las_ART_el actuaciones_NC_actuación de_PREP_de este_DM_este tipo_NC_tipo son_VSfin_ser menos_ADV_menos probables_ADJ_probable	. El fenómeno que acabamos de describir, que también se observa
1_m00064-plain	volémico hace referencia a las medidas de volumen del plasma sanguíneo.	El_ART_el término_NC_término osmótico_ADJ_osmótico,_CM_, algo_QU_algo más_ADV_más complejo_ADJ_complejo	, se tratará en el siguiente apartado. El término sed significa
1_m00064-plain	sensoriales; por tanto, constituye de hecho un aprendizaje estímulo-respuesta.	El_ART_el aprendizaje_NC_aprendizaje relacional_ADJ_relacional,_CM_, la_ART_el forma_NC_forma más_ADV_más compleja_ADJ_complejo	de aprendizaje, será descrito en el capítulo 15, e incluye
1_m00064-plain	del lóbulo frontal izquierdo (incluida el área de Broca) altera	la_ART_el capacidad_NC_capacidad para_PREP_para articular_ADJ_articular palabras_NC_palabra,_CM_, esta_DM_este región_NC_región es_VSfin_ser la_ART_el candidata_NC_candidato más_ADV_más plausible_ADJ_plausible	para la localización de estos «programas». El hecho de
