Reference	LeftContext	Pivot	RightContext
1_e00001-plain	el Oriente Medio y Norte de Africa.	La_ART_el clasificación_NC_clasificación crediticia_ADJ_crediticio que_CQUE_que realizan_VLfin_realizar los_ART_el bancos_NC_banco u_CC_o otros_QU_otro organismos_NC_organismo	de clasificación de solvencia revela importantes diferencias entre los países en desarrollo
1_e00001-plain	el próximo decenio. Pero es probable que	las_ART_el restricciones_NC_restricción fiscales_ADJ_fiscal y_CC_y otras_QU_otro presiones_NC_presión	limiten las posibilidades de crecimiento de la ayuda oficial. - Actual
1_e00001-plain	en desarrollo. Esta evolución encontrará apoyo en	la_ART_el aplicación_NC_aplicación de_PREP_de la_ART_el Ronda_VLfin_rondar Uruguay_NP_Uruguay y_CC_y otras_QU_otro iniciativas_NC_iniciativa	de liberalización del comercio, el constante descenso de los costos del
1_e00032-plain	mínima del precio: La fluctuación correspondiente a	un_ART_un movimiento_NC_movimiento en_PREP_en un_ART_un sentido_NC_sentido u_CC_o otro_QU_otro de_PREP_de	una centésima de punto porcentual del índice (punto básico),
1_e00032-plain	mínima del precio: La fluctuación correspondiente a	un_ART_un movimiento_NC_movimiento en_PREP_en un_ART_un sentido_NC_sentido u_CC_o otro_QU_otro de_PREP_de	una centésima de punto porcentual del índice (punto básico),
1_e00032-plain	mínima del precio: La fluctuación correspondiente a	un_ART_un movimiento_NC_movimiento en_PREP_en un_ART_un sentido_NC_sentido u_CC_o otro_QU_otro de_PREP_de	una centésima de punto porcentual del índice (punto básico),
1_e00051-plain	las condiciones económicas (como los salarios,	las_ART_el tasas_NC_tasa de_PREP_de interés_NC_interés y_CC_y otros_QU_otro elementos_NC_elemento	de un tenor parecido) deberían, en principio, afectar a
1_e00051-plain	0, 1, según como se mida	el_ART_el capital_NC_capital para_PREP_para usos_NC_uso residenciales_ADJ_residencial y_CC_y otros_QU_otro tipos_NC_tipo	de bienes duraderos. La participación del capital físico en los países
1_e00051-plain	modelo AK. Aunque algunos economistas utilizaron en	un_ART_un momento_NC_momento u_CC_o otro_QU_otro algún_QU_alguno	tipo de tecnologías lineales (véase por ejemplo Von Neuman (1937
1_e00053-plain	efecto de estos cambios sobre la apreciación o	la_ART_el depreciación_NC_depreciación de_PREP_de los_ART_el valores_NC_valor y_CC_y otros_QU_otro bienes_NC_bien	, porque si un hombre disfruta de un aumento inesperado en el
1_e00053-plain	los impuestos sobre las ganancias del capital,	los_ART_el impuestos_NC_impuesto sobre_PREP_sobre herencias_NC_herencia y_CC_y otros_QU_otro similares_ADJ_similar	, son tan importantes como la tasa de interés; en tanto
1_e00053-plain	Gran Bretaña en la actualidad (1935)	el_ART_el gran_ADJ_gran|grande volumen_NC_volumen de_PREP_de la_ART_el edificación_NC_edificación y_CC_y otras_QU_otro nuevas_ADJ_nuevo	inversiones que han tenido lugar a partir de la guerra han llevado
1_e00053-plain	no intenta hacer deducción alguna con respecto a	las_ART_el casas_NC_casa y_CC_y otros_QU_otro bienes_NC_bien	durables en manos de los individuos. Sus interesantes resultados para Estados
1_e00053-plain	Todos estamos acostumbrados a colocarnos algunas veces a	un_ART_un lado_NC_lado de_PREP_de la_ART_el luna_NC_luna y_CC_y otras_QU_otro en_PREP_en	el contrario, sin saber qué ruta o trayecto los une,
1_e00079-plain	partir de 1821 vagabundeó por el Canadá,	los_ART_el Estados_NC_estado Unidos_NP_Unidos y_CC_y otros_QU_otro países_NC_país	, incluidas las islas Hawai, realizando en todas partes rudos trabajos
1_e00079-plain	los ideales del Verein -sin duda glorificados con	un_ART_un poco_QU_pocos de_PREP_de filosofía_NC_filosofía y_CC_y otros_QU_otro elementos_NC_elemento	de la cultura alemana-, no puede sorprendernos que la oferta se
1_e00079-plain	elaboración o continuación. Por el contrario,	las_ART_el producciones_NC_producción de_PREP_de uno_CARD_uno y_CC_y otro_QU_otro ejemplifican_VLfin_ejemplificar	muy bien los tipos de originalidad que eran posibles en el terreno
