Reference	LeftContext	Pivot	RightContext
1_m00064-plain	Guze y Clayton, 1972). Las crisis de angustia conllevan	muchos_QU_mucho síntomas_NC_síntoma físicos_ADJ_físico,_CM_, tales_QU_tal como_CSUBX_como dificultades_NC_dificultad	respiratorias, sudor frío, irregularidades en los latidos cardíacos, vértigo
1_m00270-plain	se consideran como un rasgo común de todos los cánceres. En	algunos_QU_alguno casos_NC_caso,_CM_, tales_QU_tal mutaciones_NC_mutación	inciden en la línea germinal y se heredan. Muy a menudo
1_m00324-plain	vez más que las fallas genéticas también contribuyen a la aparición de	muchas_QU_mucho enfermedades_NC_enfermedad comunes_ADJ_común,_CM_, tal_QU_tal como_CSUBX_como el_ART_el cáncer_NC_cáncer	, enfermedades del corazón y la diabetes. La necesidad de comprender
1_m00337-plain	, no la inteligencia de esa persona en sentido general, y	mucho_ADV_mucho menos_ADV_menos su_PPO_suyo valor_NC_valor como_CSUBX_como tal_QU_tal persona_NC_persona	), las discusiones acerca de la base genética del CI se
1_m00351-plain	influencia especialmente fuerte en una determinada característica. En consecuencia, hay	muchos_QU_mucho genes_NC_gen|genes vegetales_NC_vegetal que_CQUE_que codifican_VLfin_codificar atributos_NC_atributo tales_QU_tal como_CSUBX_como resistencia_NC_resistencia	a enfermedades, a estrés o a herbicidas, y proteínas de
1_m00351-plain	existe una probabilidad determinada de que el gen deseado se encuentre en	alguna_QU_alguno de_PREP_de tales_QU_tal porciones_NC_porción	. Si se obtienen las colonias suficientes se puede estar casi seguro
1_m00641-plain	cáncer de piel, el melanoma maligno. Con la descripción de	algunos_QU_alguno de_PREP_de tales_QU_tal antígenos_NC_antígeno	, empieza a vislumbrarse la posibilidad de sintetizar una vacuna que proteja
1_m00669-plain	para producir grandes cantidades de un factor de crecimiento nervioso. Implantaron	algunas_QU_alguno de_PREP_de tales_QU_tal células_NC_célula	así manipuladas en ratas maduras, eligiendo como blanco una región crucial
1_m00697-plain	virus fabrican proteínas que parecen moléculas implicadas en la respuesta inmunitaria.	Algunas_QU_alguno de_PREP_de tales_QU_tal versiones_NC_versión	víricas desarman las defensas y salvan de la destrucción al virus.
1_m00710-plain	cuando encuentra grupos humanos cuyo sistema inmunitario ya se había enfrentado a	algunas_QU_alguno de_PREP_de tales_QU_tal alteraciones_NC_alteración	. Según parece, el tipo B no conoce otra vía de
