id,presence,candidate_term_left,candidate_term_right,occurrence,full_context
H31_economy_1,none,[None],[None], nombre de transporte,"decir, el citoplasma del axón). Este sistema recibe el nombre de transporteaxoplasmático, proceso activo por el cual los materiales son propulsados a"
H31_economy_2,right,[None],['vasopresina'], nombre de vasopresina,"antidiurética reduce la producción de orina). No obstante, el nombre de vasopresinaes el que los fisiólogos utilizan con más frecuencia. La vasopresina"
H31_economy_3,none,[None],[None], nombre de 95,"moléculas de señalización. Redes y andamios La proteína que responde al nombre de 95, bien estudiada, opera fundamentalmente en las neuronas implicadas en el"
H31_economy_4,none,[None],[None], nombre de Doogie,generar estos ratones listos - una cepa a la que dimos el nombre de Doogie- confirmábamos una vieja teoría de más de 50 años sobre los
H31_economy_5,right,[None],['depresión'], nombre de depresión,"en ese lugar. La reducción, también duradera, recibe el nombre de depresióna largo plazo (DLP); no hemos de confundirla con"
H31_economy_6,right,[None],['oncogenes'], nombre de oncogenes,tumor. Las formas mutantes de los protooncogenes se conocen con el nombre de oncogenes. Consideraremos algunos ejemplos de cómo las mutaciones en genes supresores de
H31_economy_7,none,[None],[None], nombre de Eva,"vivir entonces hasta 10. 000 personas. Por tanto, el nombre de Evapuede despistar -no es la fuente última de todos los linajes ordinarios"
H31_economy_8,right,[None],['pila'], nombre de pila,"imaginar que la primera mitad de la secuencia de ADN es el nombre de pilade la ciudad, y la segunda, el apellido. Así"
H31_economy_9,none,[None],[None], nombre de Barcelona,"pues, el apellido de Valencia es GCAG, mientras que el nombre de Barcelonaes TCGG. A continuación, le asigné a cada vuelo directo"
H31_economy_10,none,[None],[None], nombre de la ciudad,"obtenido por concatenación del apellido de la ciudad de origen con el nombre de la ciudadde destino. En el ejemplo del recuadro ilustrado, el número"
H31_economy_11,none,[None],[None], nombre de la ciudad,partida (GCAG para Valencia) y el complemento Watson-Crick del primer nombre de la ciudadfinal (GGCT para Zaragoza). Los dos cebadores actuaban concertadamente
H31_economy_12,none,[None],[None], nombre de la ciudad,que favorecían el emparejamiento Watson-Crick. Sólo las moléculas que incluyeran el nombre de la ciudaddeseada (Barcelona) se trabarían con las sondas. Coloqué después
H31_economy_13,none,[None],[None], nombre de la ciudad,", mientras vertía fuera la fase líquida cuyas moléculas no contenían el nombre de la ciudaddeseada. Añadí después nuevo disolvente y retiré el imán, para"
H31_economy_14,none,[None],[None], nombre de Zaragoza,"«cebador» - la ristra GGCT, representativa del complemento del nombre de Zaragoza- se engarza en el extremo derecho de una hebra de ADN"
H31_economy_15,none,[None],[None], nombre de Barcelona,"afinidad Watson-Crick, las sondas capturan hebras de ADN que contienen el nombre de Barcelona(TCGGACTC). Acto seguido, se procede a eliminar las"
