id,presence,candidate_term_left,candidate_term_right,occurrence,full_context
H36_economy_1,left,"['glucógeno', 'ser']",[None], depósitos de glucógeno pueden ser utilizados para la glucólisis,"emparentados con los lisosomas convencionales que contienen hidrolasas ácidas. Los abundantes depósitos de glucógeno pueden ser utilizados para la glucólisis, lo que permite a estas células funcionar en condiciones anaeróbicas."
H36_economy_2,both,"['células', 'oveja']",['donantes'], células de oveja que se utilizarán como donantes,ADN de una oveja y un humano: luego se introducen en células de oveja que se utilizarán como donantesde núcleos. Figura 3 POLLY (izquierda) es clónica transgénica
H36_economy_3,right,[None],['replicación'], LA POLIMERASA abreviada RCP se utiliza para la replicación,formando una sola hebra. Figura 4 LA REACCIÓN EN CADENA DE LA POLIMERASA abreviada RCP se utiliza para la replicaciónde las moléculas de ADN que comienzan por la ciudad de partida
H36_economy_4,both,"['clase', 'enzimas', 'clase de enzimas']",['clonación'], La clase de enzimas que más se utiliza para la clonación,moléculas de DNA siempre que se dé determinada secuencia de nucleótidos. La clase de enzimas que más se utiliza para la clonaciónde genes se conoce como tipo II; cada uno de estos
H36_economy_5,right,[None],['síntesis'], aproximación se utilizó para la síntesis,codifique esa secuencia que tratar de aislar el gen natural; esta aproximación se utilizó para la síntesisbacteriana de la hormona polipeptídica somatostatina. Plásmidos como vectores de clonación
H36_economy_6,both,"['tamaño', 'plásmidos']",['vectores'], El tamaño de los plásmidos que se utilizan como vectores,para una posterior caracterización de los fragmentos insertados en sus plásmidos. El tamaño de los plásmidos que se utilizan como vectorespara clonar se ha ido reduciendo al mínimo posible. Esto se
H36_economy_7,left,['métodos'],[None], métodos se utilizan para la preparación,"agar sólido o en la superficie de granos de cereales; ambos métodos se utilizan para la preparaciónde inóculos de esporas con fines industriales (Vezina y Singh,"
H36_economy_8,both,"['bacterias', 'lote']",['inóculo'], bacterias acéticas procedentes de lote producido se utilizan como inóculo,"de vinagre por fermentación en un sistema discontinuo, las células de bacterias acéticas procedentes de lote producido se utilizan como inóculopara la producción del lote siguiente, lo que se realiza retirando"
H36_economy_9,both,['cultivo'],['producción'], el cultivo de Fusarium graminearum que se utilizó para la producción,oxígeno. Marshy Pinkey (1985) describieron el proceso piloto para el cultivo de Fusarium graminearum que se utilizó para la producciónde microproteína xxx. Como ya se ha discutido (véase Capítulo
H36_economy_10,both,"['levadura', 'sustrato', 'habitualmente']",['fuente'], levadura es el sustrato que habitualmente se utiliza como fuente,"induce por la presencia de manano. Por ello, extracto de levadura es el sustrato que habitualmente se utiliza como fuentede nitrógeno en la fermentación destinada a la obtención de aquel antibiótico"
H36_economy_11,left,['frecuentemente'],[None], Los parámetros que más frecuentemente se utilizan para el seguimiento,que tenga un efecto critico en el control de la fermentación. Los parámetros que más frecuentemente se utilizan para el seguimientode la alimentación son la concentración de oxígeno disuelto y el pH
H36_economy_12,both,"['tipos', 'tipos de compuestos']",['sustrato'], tipos de compuestos que se utilizan como sustrato,"compuestos de tres átomos de carbono. Sin embargo, existen dos tipos de compuestos que se utilizan como sustratodel crecimiento microbiano que tienen un interés biotecnológico especial. Son los"
H36_economy_13,right,[None],['molécula'], la idea de que el RNA fuera utilizado como la molécula,"Esto hace que muchas áreas fascinantes queden sin ser cubiertas, como la idea de que el RNA fuera utilizado como la moléculade información primaria antes de ser sustituido por el DNA, o"
H36_economy_14,left,"['proteínas', 'serie de proteínas']",[None], una serie de proteínas que se utilizan como armas,". La mayoría de las células, si no todas, fabrican una serie de proteínas que se utilizan como armasautodestructivas. Mientras una célula es útil para el cuerpo, la"
H36_economy_15,left,"['amplificación', 'inicial']",[None], la amplificación inicial se diluyen y son utilizados como DNA,empleo de cebadores encajados (nested primers). Los productos de la amplificación inicial se diluyen y son utilizados como DNAdiana para una segunda reacción en la que se utiliza un juego
H36_economy_16,right,[None],['sustrato'], el cDNA así obtenido se utiliza como sustrato,". Este mRNA se pasa a cDNA utilizando transcriptasa inversa, y el cDNA así obtenido se utiliza como sustratopara una reacción de PCR. Esta versión de la reacción estándar"
H36_economy_17,left,['ser'],[None], El cDNA puede ser utilizado como molde,"las células sanguíneas, y esto permite su conversión a cDNA. El cDNA puede ser utilizado como moldeen una reacción de PCR con pares de cebadores específicos de exones"
H36_economy_18,both,"['oligonucleótidos', 'específicos', 'oligonucleótidos específicos']",['sonda'], oligonucleótidos específicos del len que fueron utilizados como sonda,de purificación de proteínas. El producto purificado permitió la producción de oligonucleótidos específicos del len que fueron utilizados como sondapara el cribado de bibliotecas. Cuando se emplean mezclas complejas de
H36_economy_19,both,['bp'],['sonda'], bp que fue utilizado como sonda,partir de esta información se preparó un oligonucleótido parcialmente degenerado de 45 bp que fue utilizado como sondade hibridación primaria para el cribado de una biblioteca de DNA genómico
H36_economy_20,both,"['clon', 'genómico', 'factor', 'clon genómico']",['sonda'], el clon genómico del factor VIII porcino fue utilizado como sonda,"a la secuencia de Trp18 a Met22. Una vez aislado, el clon genómico del factor VIII porcino fue utilizado como sondapara cribar bibliotecas de DNA humano a fin de identificar el gen"
H36_economy_21,both,"['genes', 'clonados', 'ser', 'genes humanos']",['fuente'], Los genes humanos clonados pueden ser utilizados como fuente,"células del sistema inmunitario, y constituyen una forma de vacunación. Los genes humanos clonados pueden ser utilizados como fuentede productos de importancia médica Una vez que se ha clonado un"
