id,presence,candidate_term_left,candidate_term_right,occurrence,full_context
H32_economy_1,left,['sustancias'],[None], sustancias al igual que las hormonas,"llamadas feromonas, transmiten mensajes de un animal a otro. Estas sustancias al igual que las hormonas, afectan a la conducta reproductora. Karl son y Luscher ("
H32_economy_2,left,['antígeno'],[None], la unión con el antígeno al igual que el anticuerpo,"fragmento 5S grande denominado xxx, por ser divalente con respecto a la unión con el antígeno al igual que el anticuerpooriginal (fig. 3-2). Se demostró la localización de"
H32_economy_3,left,"['par', 'idénticas']",[None], par son idénticas al igual que las cadenas,". Como se determinó con anterioridad, las cadenas pesadas de cada par son idénticas al igual que las cadenaslivianas de cada par. Figura 3-6 Esquema de Wu y Kabat"
H32_economy_4,both,['paciente'],['tipo'], paciente para reconocer el amiloide tipo xxx,", para la identificación de complejos inmunes específicos en el suero del paciente para reconocer el amiloide tipo xxxen los individuos que excretan proteína de Bence-Jones, para la detección"
H32_economy_5,both,"['cadenas', 'livianas', 'cadenas livianas']",['dominios'], cadenas livianas xxx e iguales dominios,"la superficie celular. Dado que todas las clases presentan las mismas cadenas livianas xxx e iguales dominiosde las regiones variables liviana y pesada, estas diferencias deben residir"
H32_economy_6,left,"['gen', 'gen en cuestión']",[None], El gen en cuestión por ejemplo el codificador,"recombinantes de virus de la vacuna que expresan un gen extraño. El gen en cuestión por ejemplo el codificadordel antígeno de superficie de la hepatitis xxx, se inserta primero"
H32_economy_7,none,[None],[None], excepciones como por ejemplo el infarto,"patogénicos de las enfermedades autoinmunes Se mencionó que a pesar de ciertas excepciones como por ejemplo el infartode miocardio o la lesión testicular, la liberación traumática de constituyentes"
H32_economy_8,left,['membranas'],[None], las membranas tiroideas y parecen actuar de igual manera,". Estos anticuerpos son capaces de bloquear la unión de TSH a las membranas tiroideas y parecen actuar de igual maneraque TSH, se cree que por estimulación de receptores idénticos ("
H32_economy_9,left,['procesos'],[None], NMDA la asociación de procesos de tipo PLP,sucesos. Aunque la PLP y la DLP dependen de receptores de NMDA la asociación de procesos de tipo PLPy DLP con el aprendizaje y la memoria ha resultado más difícil
H32_economy_10,none,[None],[None], embargo dedicaban igual tiempo,"su tiempo a explorar el nuevo. Los ratones normales, sin embargo dedicaban igual tiempoa explorar ambos objetos, prueba de que el objeto viejo no"
H32_economy_11,left,['citocinas'],[None], un predominio de citocinas de tipo Th1,"seres humanos parecen intervenir más variedad de células T auxiliares, pero un predominio de citocinas de tipo Th1sigue promoviendo una respuesta celular, mientras que la preponderancia de citocinas"
H32_economy_12,left,['citocinas'],[None], la preponderancia de citocinas de tipo Th2,"citocinas de tipo Th1 sigue promoviendo una respuesta celular, mientras que la preponderancia de citocinas de tipo Th2estimula la respuesta humoral. Se ha demostrado que una vacuna que"
H32_economy_13,none,[None],[None], vez del tipo Th1,reconocer esas señales y ser además tocadas por las citocinas (esta vez del tipo Th1) de las células T auxiliares. Las vacunas de ADN producen
H32_economy_14,right,[None],['magaininas'], Moléculas que funcionan igual que las magaininas,"las magaininas, que perforan las paredes de las células bacterianas. Moléculas que funcionan igual que las magaininas, tales como las escualaminas de los tiburones y las cecropinas sintetizadas"
H32_economy_15,left,"['formas', 'polimorfismo']",[None], formas de polimorfismo por ejemplo el cromatismo,", por ello, evolucionar más deprisa. En cuanto a otras formas de polimorfismo por ejemplo el cromatismoalar de las mariposas, tal diversidad viene verosímilmente sostenida por la"
H32_economy_16,left,['memes'],[None], los memes al igual que los genes,"éstas no ha entendido la idea de replicador. Debemos recordar que los memes al igual que los genes, son meros fragmentos de información que pugnan por hacerse copiar o"
H32_economy_17,none,[None],[None], grupo con igual trastorno,los valores obtenidos en gemelos idénticos disléxicos deberían acercarse a los del grupo con igual trastornomás que a los valores de los gemelos no idénticos. (
H32_economy_18,left,['fibra'],[None], una fibra del tipo IIx,fibra del tipo I es unas diez veces menor que la de una fibra del tipo IIx. La velocidad de las fibras del tipo IIa se encuentra a
H32_economy_19,left,"['velocidad', 'fibras']",[None], La velocidad de las fibras del tipo IIa,diez veces menor que la de una fibra del tipo IIx. La velocidad de las fibras del tipo IIase encuentra a medio camino entre las dos anteriores. Figura 1
H32_economy_20,left,"['velocidad', 'contracción', 'fibras', 'velocidad de contracción']",[None], la velocidad de contracción de las fibras del tipo IIa,de las fibras lentas del tipo I; entre ambas se sitúa la velocidad de contracción de las fibras del tipo IIa. La materia muscular Las velocidades de contracción de las fibras difieren
H32_economy_21,left,"['fibras', 'rápidas', 'fibras rápidas']",[None], las fibras rápidas del tipo IIa,"el entrenamiento prolongado. Sabemos, no obstante, que, si las fibras rápidas del tipo IIase transforman en lentas de tipo I, el tiempo re querido"
H32_economy_22,left,"['secuencias', 'enzimas']",[None], Las secuencias reconocidas por las enzimas de Tipo II,en investigación de DNA recombinante puesto que cortan en sitios específicos. Las secuencias reconocidas por las enzimas de Tipo IIson simétricas. La secuencia de una de las cadenas leída en
H32_economy_23,left,"['factor', 'riesgo', 'factor de riesgo']",[None], un factor de riesgo crucial al igual que el número,"el lapso que transcurre entre la monarquía y la primera gestación es un factor de riesgo crucial al igual que el númerototal de ciclos menstruales. En sociedades de cazadores-recolectores, la monarquía"
