Reference	LeftContext	Pivot	RightContext
1_e00001-plain	el período de 1985Ð94. Los cuatro Estados de Europa central redujeron	los_ART_el aranceles_NC_arancel al_PAL_al 10_CARD_@card@ %_PERCT_%,_CM_, la_ART_el tasa_NC_tasa más_ADV_más baja_ADJ_bajo	de los grupos de países del Banco. Las tasas de inversión
1_e00004-plain	aceleración y ampliación de los flujos de capital y a la mayor	apertura_NC_apertura del_PDEL_del comercio_NC_comercio,_CM_, las_ART_el políticas_NC_política internas_ADJ_interno son_VSfin_ser cada_QU_cada vez_NC_vez más_ADV_más importantes_ADJ_importante	para los trabajadores. El éxito tiene un efecto multiplicador, porque
1_e00004-plain	de remuneración por trabajos análogos: en los países con un alto	PIB_NC_PIB,_CM_, como_CSUBX_como Alemania_NP_Alemania,_CM_, los_ART_el ingenieros_NC_ingeniero ganan_VLfin_ganar un_ART_un sueldo_NC_sueldo más_ADV_más alto_ADJ_alto	que los ingenieros igualmente calificados en Hungría o la India. Esta
1_e00004-plain	y el valor del aporte de los trabajadores a la producción.	Gracias_NC_gracia al_PAL_al desarrollo_NC_desarrollo,_CM_, los_ART_el trabajadores_NC_trabajador llegan_VLfin_llegar a_PREP_a ser_VSinf_ser más_ADV_más productivos_ADJ_productivo	en las actividades en que se especializan: sus conocimientos se amplían
1_e00004-plain	A LA DISMINUCION de los costos del transporte y las comunicaciones,	los_ART_el bienes_NC_bien,_CM_, el_ART_el capital_NC_capital,_CM_, las_ART_el personas_NC_persona y_CC_y las_ART_el ideas_NC_idea circulan_VLfin_circular hoy_ADV_hoy más_ADV_más rápida_ADJ_rápido	y económicamente que en cualquier otra época de la historia. Esto
1_e00004-plain	un 20 % a un 30 % más baja. En esos	países_NC_país,_CM_, las_ART_el mujeres_NC_mujer tendrían_VLfin_tener de_PREP_de hecho_ADJ_hecho salarios_NC_salario más_ADV_más altos_ADJ_alto	que los hombres si sus contribuciones se valoraran de la misma manera
1_e00004-plain	que producen las empresas sindicalizadas. Debido a que los salarios de	los_ART_el trabajadores_NC_trabajador afiliados_VLadj_afiliar son_VSfin_ser más_ADV_más altos_ADJ_alto,_CM_, los_ART_el empleadores_NC_empleador contratan_VLfin_contratar menos_ADV_menos trabajadores_ADJ_trabajador	; aumenta así la oferta de mano de obra en el sector
1_e00051-plain	más capital humano que la producción de capital físico. En otras	palabras_NC_palabra,_CM_, la_ART_el educación_NC_educación es_VSfin_ser más_ADV_más intensiva_ADJ_intensivo	en capital humano. Otra distinción fundamental entre capital físico y humano
1_e00053-plain	en una comunidad rica, sino que, debido a que su	acumulación_NC_acumulación de_PREP_de capital_NC_capital es_VSfin_ser ya_ADV_ya grande_ADJ_grande,_CM_, las_ART_el oportunidades_NC_oportunidad para_PREP_para nuevas_ADJ_nuevo inversiones_NC_inversión son_VSfin_ser menos_ADV_menos atractivas_ADJ_atractivo	, a no ser que la tasa de interés baje lo bastante
1_e00053-plain	la satisfacción de las necesidades primarias inmediatas de un hombre y su	familia_NC_familia es_VSfin_ser,_CM_, generalmente_ADV_general|generalmente,_CM_, un_ART_un motivo_NC_motivo más_ADV_más fuerte_ADJ_fuerte	que los relativos a la acumulación, que sólo adquieren predominio efectivo
1_e00053-plain	consideraciones opino ahora que el mantenimiento de un nivel general estable de	salarios_NC_salario nominales_ADJ_nominal es_VSfin_ser,_CM_, en_PREP_en general_ADJ_general,_CM_, la_ART_el política_NC_política más_ADV_más aconsejable_ADJ_aconsejable	para un sistema cerrado; al tiempo que la misma conclusión será
1_e00079-plain	que proceden de estadios históricamente anteriores. Pero hay, por otra	parte_NC_parte,_CM_, razones_NC_razón diferentes_ADJ_diferente y_CC_y más_ADV_más fundamentales_ADJ_fundamental	, menos fáciles de explicar, que impiden analizar lo que ocurre
1_e00079-plain	todos los problemas económicos aparecían bajo una nueva luz. En cualquier	caso_NC_caso,_CM_, las_ART_el aportaciones_NC_aportación originales_ADJ_original más_ADV_más importantes_ADJ_importante	del libro -contenidas sobre todo en los capítulos 4-7, referentes a
1_e00091-plain	, 0 % del PIB en el mismo año). En	el_ART_el caso_NC_caso del_PDEL_del déficit_NC_déficit,_CM_, el_ART_el criterio_NC_criterio más_ADV_más importante_ADJ_importante	a efectos del paso a la moneda única, han surgido importantes
1_e00091-plain	energía) y por tanto constituye un riesgo inflacionario. En cualquier	caso_NC_caso,_CM_, la_ART_el cumbre_NC_cumbre del_PDEL_del G-7_NP_G-7,_CM_, el_ART_el club_NC_club de_PREP_de los_ART_el países_NC_país más_ADV_más poderosos_ADJ_poderoso	del mundo, celebrada en Berlín el segundo fin de semana de
1_e00091-plain	clima industrial y confianza del consumidor presentan una mejora notable. En	Italia_NP_Italia,_CM_, sin_PREP_sin embargo_NC_embargo,_CM_, la_ART_el situación_NC_situación es_VSfin_ser más_ADV_más incierta_ADJ_incierto	. El Reino Unido, por contra, registra una mayor actividad
1_e00091-plain	se prevé un fuerte aumento de las subvenciones por desempleo. En	cifras_NC_cifra absolutas_ADJ_absoluto,_CM_, el_ART_el número_NC_número de_PREP_de desocupados_ADJ_desocupado es_VSfin_ser el_ART_el más_ADV_más elevado_ADJ_elevado	desde 1933. La inflación sigue, en general, bajo control
1_e00091-plain	31 % en 1996, hasta los 7, 2 billones de	yenes_NC_yen,_CM_, el_ART_el nivel_NC_nivel más_ADV_más bajo_ADJ_bajo	desde 1990. Pese a haber aumentado sus exportaciones en un 8
1_e00091-plain	tipos de interés. En la City londinense, el mantenimiento de	tipos_NC_tipo oficiales_ADJ_oficial y_CC_y,_CM_, sobre_PREP_sobre todo_QU_todo,_CM_, la_ART_el influencia_NC_influencia de_PREP_de la_ART_el bolsa_NC_bolsa neoyorquina_ADJ_neoyorquino,_CM_, más_ADV_más intensa_ADJ_intenso	que en el continente, han propiciado subidas de los índices.
1_e00091-plain	, ya que la edificación retrocedió casi un 2 %. En	términos_NC_término relativos_ADJ_relativo,_CM_, el_ART_el aumento_NC_aumento más_ADV_más importante_ADJ_importante	(185 %) correspondió a las obras ferroviarias, incluyendo,
1_e00091-plain	valor más bajo en un mes de enero desde 1983. Por	segmentos_NC_segmento,_CM_, las_ART_el tendencias_NC_tendencia más_ADV_más positivas_ADJ_positivo	se registraron en la industria, la construcción y entre los demandantes
1_e00091-plain	tasas registradas a lo largo del segundo semestre de 1996. Por	sexos_NC_sexo,_CM_, la_ART_el reducción_NC_reducción del_PDEL_del desempleo_NC_desempleo fue_VSfin_ser más_ADV_más intensa_ADJ_intenso	entre las mujeres que entre los hombres, aunque la tasa de
1_e00091-plain	por la notable volatilidad de la Bolsa de Nueva York. Por	sectores_NC_sector,_CM_, los_ART_el avances_NC_avance más_ADV_más significativos_ADJ_significativo	durante el mes de enero correspondieron a los valores alimentarios, de
1_e00091-plain	de acciones en las bolsas de Madrid y Barcelona, superó en	enero_NMON_enero los_ART_el dos_CARD_dos billones_CARD_billones de_PREP_de pesetas_NC_peseta,_CM_, la_ART_el cifra_NC_cifra más_ADV_más elevada_ADJ_elevado	alcanzada en un solo mes. El gran volumen de contratación de
1_e00091-plain	una baja interanual del 0, 1 % en enero. Por	tipos_NC_tipo de_PREP_de instituciones_NC_institución,_CM_, los_ART_el bancos_NC_banco se_SE_se han_VHfin_haber mostrado_VLadj_mostrar más_ADV_más dinámicos_ADJ_dinámico	que las cajas en la concesión de créditos al sector privado residente
