Reference	LeftContext	Pivot	RightContext
1_m00064-plain	de beber. Además, debido a que la hipovolemia implica tanto	una_ART_un pérdida_NC_pérdida de_PREP_de sodio_NC_sodio como_ADV_como de_PREP_de agua_NC_agua (_LP_(es_VSfin_ser decir_VLinf_decir,_CM_, el_ART_el sodio_NC_sodio	contenido en el fluido isotónico que se perdió), la sed
1_m00064-plain	músculos involucrados en el habla no se considera afasia. Además,	el_ART_el déficit_NC_déficit debe_VMfin_deber hallarse_VCLIinf_hallarse relativamente_ADV_relativo aislado_VLadj_aislar;_SEMICOLON_; es_VSfin_ser decir_VLinf_decir,_CM_, el_ART_el paciente_NC_paciente	ha de dar la impresión de ser consciente de lo que pasa
1_m00092-plain	figura 5-1 presenta el contenido de anticuerpo del suero inmune y además	una_ART_un indicación_NC_indicación de_PREP_de la_ART_el valencia_NC_valencia del_PDEL_del antígeno_NC_antígeno,_CM_, es_VSfin_ser decir_VLinf_decir el_ART_el número_NC_número	efectivo de sitios dominantes de combinación (determinantes). Esto puede
1_m00224-plain	rango social, multiplicando sus oportunidades de supervivencia y ayudando a difundir	los_ART_el genes_NC_gen|genes responsables_ADJ_responsable de_PREP_de su_PPO_suyo talento_NC_talento imitador_ADJ_imitador,_CM_, es_VSfin_ser decir_VLinf_decir,_CM_, los_ART_el genes_NC_gen|genes	que dieron lugar a sus grandes cerebros especializados en una imitación atenta
1_m00230-plain	extremo último de un continuo de competencia para la lectura, no	un_ART_un trastorno_NC_trastorno definido_VLadj_definir;_SEMICOLON_; es_VSfin_ser decir_VLinf_decir,_CM_, la_ART_el dislexia_NC_dislexia	podría representar un grado cuantitativo, más que una desviación cualitativa,
1_m00240-plain	mejor de lo que parece. El láser que hemos elegido produce	una_ART_un distribución_NC_distribución gaussiana_ADJ_gaussiano de_PREP_de la_ART_el energía_NC_energía,_CM_, es_VSfin_ser decir_VLinf_decir,_CM_, la_ART_el energía_NC_energía	que forma la mancha focal se ajusta a una curva acampanada.
1_m00266-plain	el método del «reloj molecular». En biología se calcula	la_ART_el llamada_NC_llamada tasa_NC_tasa de_PREP_de variación_NC_variación de_PREP_de fondo_NC_fondo,_CM_, es_VSfin_ser decir_VLinf_decir,_CM_, la_ART_el velocidad_NC_velocidad	o tasa de variación de las secuencias de ADN cuando no se
1_m00270-plain	copias mutantes del gen RB en la misma célula retinal para desarrollar	el_ART_el tumor_NC_tumor (_LP_(es_VSfin_ser decir_VLinf_decir,_CM_, el_ART_el alelo_NC_alelo	mutante es recesivo). En la forma familiar, se hereda
1_m00296-plain	clamorosa. Pero había otro dato importante que confería a esta semejanza	un_ART_un carácter_NC_carácter asombroso_ADJ_asombroso,_CM_, a_PREP_a saber_VLinf_saber,_CM_, la_ART_el universalidad_NC_universalidad	de la computadora de Turing. Pese a su sencillez, cabe
1_m00296-plain	se necesita comenzar con la información de entrada correcta, y aplicar	la_ART_el secuencia_NC_secuencia debida_VMadj_deber de_PREP_de operaciones_NC_operación,_CM_, es_VSfin_ser decir_VLinf_decir,_CM_, la_ART_el ejecución_NC_ejecución	de un programa. El ADN constituye una forma magnífica de almacenar
1_m00304-plain	por la herencia de uno de los " impactos " genéticos como	una_ART_un mutación_NC_mutación constitucional_ADJ_constitucional (_LP_(es_VSfin_ser decir_VLinf_decir,_CM_, una_ART_un mutación_NC_mutación	presente en todas las células del organismo). Los individuos que
1_m00305-plain	principales órganos afectados por este trastorno. Cerca del 85 % de	los_ART_el pacientes_NC_paciente con_PREP_con CF_NP_CF tienen_VLfin_tener insuficiencia_NC_insuficiencia pancreática_ADJ_pancreático (_LP_(es_VSfin_ser decir_VLinf_decir,_CM_, el_ART_el páncreas_NC_páncrea	es incapaz de secretar enzimas digestivas, provocando desnutrición crónica).
1_m00305-plain	. Se mide como la proporción de individuos no afectados en quienes	la_ART_el prueba_NC_prueba es_VSfin_ser negativa_ADJ_negativo (_LP_(es_VSfin_ser decir_VLinf_decir,_CM_, la_ART_el tasa_NC_tasa	de negativos verdaderos). La sensibilidad y la especificidad se determinan
1_m00305-plain	enfermos de la población. Existe un equilibrio entre el impacto de	la_ART_el falta_NC_falta de_PREP_de detección_NC_detección o_CC_o baja_ADJ_bajo sensibilidad_NC_sensibilidad (_LP_(es_VSfin_ser decir_VLinf_decir,_CM_, un_ART_un aumento_NC_aumento	de la tasa de falsos negativos) y la baja especificidad (
1_m00306-plain	o esporas, haploides tienen exactamente un miembro de cada una de	las_ART_el parejas_NC_pareja de_PREP_de cromosomas_NC_cromosoma,_CM_, es_VSfin_ser decir_VLinf_decir,_CM_, una_ART_un dotación_NC_dotación	haploide completa. Después de la fusión de los dos gametos en
1_m00306-plain	la fusión de los dos gametos en la fecundación, se restablece	el_ART_el número_NC_número diploide_ADJ_diploide,_CM_, es_VSfin_ser decir_VLinf_decir,_CM_, el_ART_el zigoto_NC_zigoto	tiene dos dotaciones haploides completas de cromosomas. De esa manera se
1_m00306-plain	y al expresar la varianza de los datos poblacionales. Luego introduciremos	el_ART_el concepto_NC_concepto de_PREP_de heredabilidad_NC_heredabilidad,_CM_, es_VSfin_ser decir_VLinf_decir,_CM_, la_ART_el evaluación_NC_evaluación	del grado en que los factores genéticos contribuyen a la variación fenotípica
1_m00310-plain	. También puede ocurrir en las secuencias que se localizan cerca de	los_ART_el loci_NC_loci donante_NC_donante y_CC_y receptor_NC_receptor es_VSfin_ser decir_VLinf_decir,_CM_, las_ART_el secuencias_NC_secuencia	consenso descritas en el capítulo 2. Cuando estas mutaciones tienen lugar
1_m00310-plain	cadenas alfa forma tetrámeros que precipitan y lesionan las membranas celulares de	los_ART_el precursores_NC_precursor de_PREP_de los_ART_el hematíes_NC_hematíe (_LP_(es_VSfin_ser decir_VLinf_decir,_CM_, las_ART_el células_NC_célula	que forman los eritrocitos circulantes). Ello conduce a la destrucción
1_m00310-plain	se obtienen observando la transmisión de los alelos en las familias.	La_ART_el determinación_NC_determinación de_PREP_de la_ART_el fase_NC_fase de_PREP_de ligamiento_NC_ligamiento (_LP_(es_VSfin_ser decir_VLinf_decir,_CM_, el_ART_el cromosoma_NC_cromosoma	en que se localiza cada alelo) es una parte importante de
1_m00310-plain	). También es importante la identificación de las diversas formas de	la_ART_el neurofibromatosis_NC_neurofibromatosis (_LP_(es_VSfin_ser decir_VLinf_decir,_CM_, la_ART_el identificación_NC_identificación	de la heterogeneidad). El conocimiento de los otros principios formales
1_m00310-plain	sucesos, multiplicamos la probabilidad previa por la probabilidad condicional para obtener	la_ART_el probabilidad_NC_probabilidad conjunta_ADJ_conjunto (_LP_(es_VSfin_ser decir_VLinf_decir,_CM_, la_ART_el probabilidad_NC_probabilidad	de que ambos sucesos ocurran juntos, un concepto descrito en el
1_m00341-plain	, ej., primos hermanos) y así sucesivamente, según	el_ART_el número_NC_número de_PREP_de pasos_NC_paso (_LP_(en_PREP_en otras_QU_otro palabras_NC_palabra,_CM_, el_ART_el número_NC_número	de meiosis) en la genealogía entre dos familiares. La descendencia
1_m00457-plain	que tienen la facultad de crecer a partir de compuestos orgánicos de	un_ART_un átomo_NC_átomo de_PREP_de carbono_NC_carbono (_LP_(es_VSfin_ser decir_VLinf_decir,_CM_, las_ART_el sustancias_NC_sustancia	listadas en el párrafo anterior excepto el cianuro y el monóxido de
1_m00707-plain	. Pero estos experimentos no incluían un grupo de control que recibiese	un_ART_un placebo_NC_placebo (_LP_(es_VSfin_ser decir_VLinf_decir,_CM_, una_ART_un cápsula_NC_cápsula	vacía), lo que nos resolvería si la mejora debía atribuirse
