Reference	LeftContext	Pivot	RightContext
1_m00003-plain	ACTIVIDADES DE IDT PROPUESTAS Los objetivos de la investigación sobre el sida	,_CM_, la_ART_el tuberculosis_NC_tuberculosis y_CC_y otras_QU_otro enfermedades_NC_enfermedad infecciosas_ADJ_infeccioso	, cáncer, investigación farmacéutica, investigación sobre el cerebro e investigación
1_m00003-plain	se tratarán principalmente por medio de una concertación. Investigación sobre sida	,_CM_, tuberculosis_NC_tuberculosis y_CC_y otras_QU_otro enfermedades_NC_enfermedad infecciosas_ADJ_infeccioso	Se han obtenido progresos importantes en la lucha contra el sida gracias
1_m00003-plain	la inmigración y un cambio en los comportamientos sociales, el sida	,_CM_, la_ART_el tuberculosis_NC_tuberculosis y_CC_y otras_QU_otro enfermedades_NC_enfermedad infecciosas_ADJ_infeccioso	repercutirán sobre la salud y la calidad de vida en la Comunidad
1_m00003-plain	y de preparación de eventuales acciones futuras; - conferencias, seminarios	,_CM_, talleres_NC_taller u_CC_o otras_QU_otro reuniones_NC_reunión científicas_ADJ_científico	o técnicas, incluidas las reuniones de coordinación intersectorial o multidisciplinar;
1_m00064-plain	. Las dendritas de la mayoría de las neuronas unipolares detectan tacto	,_CM_, cambios_NC_cambio de_PREP_de temperatura_NC_temperatura y_CC_y otros_QU_otro acontecimientos_NC_acontecimiento sensoriales_ADJ_sensorial	que afectan a la piel. Los botones terminales La mayoría de
1_m00064-plain	. 3). El cerebro es una gran masa de neuronas	,_CM_, glía_NC_glía y_CC_y otras_QU_otro células_NC_célula de_PREP_de	sostén. Es el órgano más protegido del cuerpo, situado en
1_m00064-plain	a través de los efectos directos de la testosterona sobre receptores androgénicos	,_CM_, y_CC_y otros_QU_otro a_PREP_a través_NC_través	de los efectos indirectos de la testosterona aromatizada sobre receptores estrogénicos (
1_m00064-plain	los movimientos de las orejas y el hocico, correr, oler	,_CM_, masticar_VLinf_masticar y_CC_y otras_QU_otro cosas_NC_cosa que_CQUE_que	pueden hacer los conejos). Pero antes de que tenga lugar
1_m00064-plain	Obviamente, el contexto familiar de una persona, la clase social	,_CM_, el_ART_el estatus_NC_estatus económico_ADJ_económico y_CC_y otros_QU_otro factores_NC_factor similares_ADJ_similar	afectan a la probabilidad de que una persona desarrolle un trastorno mental
1_m00092-plain	denominada " Inmunología ". Además de factores constitucionales mal conocidos por	los_ART_el cuales_REL_cual una_ART_un especie_NC_especie presenta_VLfin_presentar susceptibilidad_NC_susceptibilidad y_CC_y otra_QU_otro resistencia_NC_resistencia congénitas_ADJ_congénito	a ciertas infecciones, se ha identificado una serie de sistemas antimicrobianos
1_m00092-plain	protectora que bloquea la adherencia de las bacterias a las células epiteliales	._FS_. Los_ART_el microbios_NC_microbio y_CC_y otras_QU_otro partículas_NC_partícula extrañas_ADJ_extraño	atrapadas en el moco son eliminadas mediante mecanismos como el movimiento ciliar
1_m00092-plain	la enfermedad humana conocida como mieloma múltiple, una célula productora de	una_ART_un inmunoglobulina_NC_inmunoglobulina individual_ADJ_individual particular_ADJ_particular se_SE_se divide_VLfin_dividir una_ART_un y_CC_y otra_QU_otro vez_NC_vez de_PREP_de	la misma forma incontrolada que una célula cancerosa, Sin tener en
1_m00092-plain	y este tratamiento es crucial en los casos en que la exposición	accidental_ADJ_accidental o_CC_o terapéutica_ADJ_terapéutico a_PREP_a rayos_NC_rayo X_CARD_X u_CC_o otros_QU_otro agentes_NC_agente anti-mitóticos_ADJ_anti-mitóticos	lesiona las células hematopoyéticas. Aún se tienen dudas sobre la estirpe
1_m00092-plain	meta más práctica. En el caso del paludismo, la forma	hematógena_ADJ_hematógeno libera_VLfin_liberar moléculas_NC_molécula que_CQUE_que desencadenan_VLfin_desencadenar TNF_NP_TNF y_CC_y otras_QU_otro citoquinas_NC_citoquina provenientes_ADJ_proveniente	de monocitos y la secreción de estos mediadores es responsable de los
1_m00092-plain	especies supresoras de microbacterias en el medio local. La atenuación por	adaptación_NC_adaptación al_PAL_al frío_NC_frío del_PDEL_del virus_NC_virus influenza_NC_influenza y_CC_y otros_QU_otro virus_NC_virus respiratorios_ADJ_respiratorio	parece promisoria; dos microorganismos pueden crecer a temperaturas menores (32-34
1_m00092-plain	La inyección de preparados xxx heterólogos de reacción cruzada en adyuvante completo	de_PREP_de Freund_NP_Freund produce_VLfin_producir glomerulonefritis_NC_glomerulonefritis en_PREP_en ovejas_NC_oveja y_CC_y otros_QU_otro modelos_NC_modelo animales_NC_animal	de experimentación. Pueden captarse los anticuerpos anti-xxx por coloración por inmunofluorescencia
1_m00092-plain	depuración efectiva (véase p. 247). En el LES	,_CM_, los_ART_el complejos_ADJ_complejo de_PREP_de DNA_NC_dna y_CC_y otros_QU_otro antígenos_NC_antígeno nucleares_ADJ_nuclear	, junto a las inmunoglobulinas y el complemento pueden ser detectados por
1_m00203-plain	la hora de estimular a las hembras. Si exponían hembras solas	,_CM_, unas_ART_un a_PREP_a sonidos_NC_sonido normales_ADJ_normal y_CC_y otras_QU_otro a_PREP_a sonidos_NC_sonido	arrítmicos, simulados ambos por ordenador, y se las mezclaba luego
1_m00208-plain	ser diploides significa que sus células poseen dos copias de los genes	,_CM_, una_ART_un heredada_VLadj_heredar de_PREP_de la_ART_el madre_NC_madre y_CC_y otra_QU_otro del_PDEL_del padre_NC_padre	. A efectos de supervivencia, importa mucho tener dos copias de
1_m00211-plain	. No tardó en confirmarse que ese tipo de ceguera venía determinado	por_PREP_por un_ART_un defecto_NC_defecto hereditario_ADJ_hereditario en_PREP_en uno_CARD_uno u_CC_o otro_QU_otro de_PREP_de esos_DM_ese	dos genes. En el futuro, las enzimas o los propios
1_m00211-plain	al envejecimiento. Factor inhibidor de monocitos. Inhibe a los macrófagos	._FS_. Tratamiento_NC_tratamiento de_PREP_de la_ART_el artritis_NC_artritis reumatoide_ADJ_reumatoide y_CC_y otras_QU_otro enfermedades_NC_enfermedad autoinmunitarias_ADJ_autoinmunitario	y relacionadas con los macrófagos. Así se fabrican y purifican moléculas
1_m00213-plain	en buena medida, lo que somos. La memoria, y	no_NEG_no sólo_ADV_sólo la_ART_el cara_NC_cara y_CC_y otros_QU_otro rasgos_NC_rasgo físicos_ADJ_físico	, ayudan a definir a un individuo. Lo saben muy bien
1_m00213-plain	dónde llega la pericia de los ratones Doogie? Nada que tenga	que_CQUE_que ver_VLinf_ver con_PREP_con la_ART_el inteligencia_NC_inteligencia matemática_ADJ_matemático u_CC_o otros_QU_otro tipos_NC_tipo de_PREP_de	creatividad humana. Pero los Doogie distinguen entre objetos que han visto
1_m00213-plain	¿ Hasta dónde llega la habilidad de un ratón experto? Luego	,_CM_, Ya-Ping_NP_Ya-Ping Tang_NP_Tang y_CC_y otros_QU_otro integrantes_NC_integrante de_PREP_de	mi equipo se dedicaron a valorar el aprendizaje y las capacidades de
1_m00214-plain	líderes del proyecto genoma han reconocido desde el principio que la genética	humana_ADJ_humano puede_VMfin_poder aplicarse_VCLIinf_aplicarse con_PREP_con fines_NC_fin legítimos_ADJ_legítimo y_CC_y otros_QU_otro menos_ADV_menos legítimos_ADJ_legítimo	. Por ello, han insistido en la necesidad de invertir el
1_m00214-plain	causa neurofibromatosis tiene efectos más severos en blancos que en negros)	._FS_. Estas_DM_este y_CC_y otras_QU_otro fuentes_NC_fuente de_PREP_de	incertidumbre plantean graves dilemas a la hora del tratamiento. La elección
1_m00215-plain	de conducta, que apenas sufren modificaciones por la acción del entorno	._FS_. Estos_DM_este y_CC_y otros_QU_otro comportamientos_NC_comportamiento propios_ADJ_propio	de cada especie representan adaptaciones evolutivas. Así, nadie necesita enseñar
1_m00215-plain	mayor énfasis en la filogenia que en la selección natural. Entendieron	que_CQUE_que la_ART_el inhibición_NC_inhibición de_PREP_de la_ART_el agresividad_NC_agresividad y_CC_y otros_QU_otro aspectos_NC_aspecto del_PDEL_del	comportamiento eran beneficiosos para las especies. Argumentaban que si unos animales
1_m00215-plain	empeora las cosas. Mientras la gente tenga compromisos políticos, se	describirá_VLfin_describir la_ART_el naturaleza_NC_naturaleza humana_ADJ_humano de_PREP_de una_ART_un u_CC_o otra_QU_otro manera_NC_manera de_PREP_de	acuerdo con sus propios intereses. A los conservadores les gusta señalar
1_m00218-plain	Las vacunas fabricados con productos genéticos puede que consigan prevenir el sida	,_CM_, el_ART_el paludismo_NC_paludismo y_CC_y otras_QU_otro terribles_ADJ_terrible infecciones_NC_infección	insensibles a las técnicas de inmunización actuales. Cabe afirmar que las
1_m00218-plain	tétanos, el sarampión, la hepatitis A, la hepatitis B	,_CM_, el_ART_el rotavirus_NC_rotavirus y_CC_y otras_QU_otro infecciones_NC_infección peligrosas_ADJ_peligroso	. Pero hay muchas enfermedades mortales o muy graves, entre las
1_m00220-plain	nuestra capacidad de resistir la exposición a parásitos, bacterias, virus	,_CM_, toxinas_NC_toxina y_CC_y otros_QU_otro factores_NC_factor de_PREP_de	riesgo que se hacen fuertes por interacción con la bioquímica de nuestro
1_m00220-plain	la enorme variabilidad del sistema. ¿ Cabría contar con una ulterior	elaboración_NC_elaboración de_PREP_de la_ART_el estructura_NC_estructura del_PDEL_del sistema_NC_sistema u_CC_o otras_QU_otro defensas_NC_defensa radicales_ADJ_radical	? ¿ Podrían los mecanismos de control alcanzar un nivel de complejidad
1_m00220-plain	las bacterias y los parásitos. Figura 2 LA RÁPIDA DIFUSIÓN DE	LA_ART_el ENFERMEDAD_NC_enfermedad mediante_PREP_mediante los_ART_el viajes_NC_viaje aéreos_ADJ_aéreo y_CC_y otras_QU_otro modalidades_NC_modalidad de_PREP_de	transporte es un hecho de la vida contemporánea. Graves y a
1_m00224-plain	evolución humana. Los memes empezaron a tomar el control. Además	de_CSUBI_de aprender_VLinf_aprender a_PREP_a encender_VLinf_encender el_ART_el fuego_NC_fuego y_CC_y otras_QU_otro aptitudes_NC_aptitud útiles_ADJ_útil	, se copiaron habilidades menos prácticas, como el adorno corporal o
1_m00224-plain	, fidelidad y longevidad notables mejor que vehicula la información sobre caza	,_CM_, formalización_NC_formalización de_PREP_de contratos_NC_contrato y_CC_y otros_QU_otro asuntos_NC_asunto específicos_ADJ_específico	. Los experimentos propios de la psicología social deberían mostrar que los
1_m00230-plain	marcador en el brazo corto del cromosoma 6 de dos muestras independientes	,_CM_, una_ART_un en_PREP_en hermanos_NC_hermano mellizos_ADJ_mellizo y_CC_y otra_QU_otro en_PREP_en hermanos_NC_hermano	de distintas edades. Se han confirmado los resultados. Si bien
1_m00235-plain	los genes es temporal. Puesto que el ADN acaba desapareciendo,	los_ART_el tratamientos_NC_tratamiento de_PREP_de la_ART_el fibrosis_NC_fibrosis quística_ADJ_quístico y_CC_y otras_QU_otro enfermedades_NC_enfermedad crónicas_ADJ_crónico	deberían repetirse con cierta periodicidad (de meses o años).
1_m00235-plain	revestimientos no lipídicos para proteger el ADN. Algunos de esos revestimientos	están_VEfin_estar formados_VLadj_formar por_PREP_por polímeros_NC_polímero de_PREP_de aminoácidos_NC_aminoácido y_CC_y otras_QU_otro sustancias_NC_sustancia cuya_REL_cuyo	función es dirigir los genes terapéuticos hacia las células adecuadas en el
1_m00238-plain	oveja transgénica así obtenida. Polly nació en el verano de 1997	._FS_. Polly_NP_Polly y_CC_y otros_QU_otro clónicos_ADJ_clónico transgénicos_ADJ_transgénico	segregan la proteína humana en su leche. De ello se desprende
1_m00238-plain	. Prometedora resulta también la producción rápida de animales portadores de defectos	genéticos_ADJ_genético que_CQUE_que imiten_VLfin_imitar la_ART_el fibrosis_NC_fibrosis quística_ADJ_quístico y_CC_y otras_QU_otro enfermedades_NC_enfermedad humanas_ADJ_humano	. Cierta información se ha recabado de los ratones, pero éstos
1_m00239-plain	anterior), albergan una proporción de fibras musculares rápidas mayor que	las_ART_el de_PREP_de un_ART_un corredor_NC_corredor de_PREP_de fondo_NC_fondo u_CC_o otro_QU_otro atleta_NC_atleta que_CQUE_que	fíe en la resistencia. La celeridad de contracción de las fibras
1_m00239-plain	hemos observado personas con un porcentaje de fibras lentas en el cuádriceps	de_PREP_de sólo_ADV_sólo un_ART_un 19_CARD_@card@ por_PREP_por ciento_CARD_ciento y_CC_y otras_QU_otro de_PREP_de hasta_PREP_hasta	un 95 por ciento. El sujeto con un 95 por ciento
1_m00239-plain	. Conversión del músculo La transformación de las fibras musculares no se	limita_VLfin_limitar al_PAL_al restablecimiento_NC_restablecimiento de_PREP_de músculos_NC_músculo paralizados_VLadj_paralizar y_CC_y otros_QU_otro casos_NC_caso extremos_ADJ_extremo	. Cuando los músculos sanos se someten a cargas pesadas de forma
1_m00239-plain	. Esta isoforma conferiría a las fibras musculares unas celerísimas características funcionales	._FS_. La_PPC_él presentan_VLfin_presentar la_ART_el rata_NC_rata y_CC_y otros_QU_otro micromamíferos_NC_micromamíferos que_CQUE_que	necesitan huir como balas para eludir a los depredadores. La isoforma
1_m00239-plain	cambios profundos en los deportes, no siempre beneficiosos. La sociedad	debe_VMfin_deber preguntarse_VCLIinf_preguntarse si_CSUBX_si las_ART_el nuevas_ADJ_nuevo plusmarcas_NC_plusmarca y_CC_y otros_QU_otro laureles_NC_laurel atléticos_ADJ_atlético	son en realidad una simple continuación del empeño por demostrar lo que
1_m00240-plain	un solo fotón podría limitarse a calentar la diana. O iniciar	reacciones_NC_reacción químicas_ADJ_químico que_CQUE_que produzcan_VLfin_producir radicales_NC_radical libres_ADJ_libre u_CC_o otros_QU_otro productos_NC_producto lesivos_ADJ_lesivo	para las células. Los fotones de alta energía (como los
1_m00244-plain	Si atendemos al fundamento biológico de la tesis, resulta harto endeble	._FS_. La_ART_el diarrea_NC_diarrea y_CC_y otras_QU_otro enfermedades_NC_enfermedad con_PREP_con	pérdida de sal, en niños sobre todo, han sido las
1_m00248-plain	huésped, y pueden utilizarse para transportar insertos de DNA entre E	._FS_. coli_NC_coli y_CC_y otra_QU_otro células_NC_célula huésped_NC_huésped	, como levadura, y viceversa. A menudo, estos vectores
1_m00251-plain	sus proteínas. A otras secuencias de pares de bases les competen	-_DASH_- en_PREP_en el_ART_el hombre_NC_hombre y_CC_y otros_QU_otro muchos_QU_mucho organismos-_NC_organismos-	funciones muy importantes; por ejemplo, promover la activación o inactivación
