Reference	LeftContext	Pivot	RightContext
1_m00003-plain	tecnológico y demostración (en lo sucesivo IDT) para el período	comprendido_VLadj_comprender entre_PREP_entre 1994_CARD_@card@ y_CC_y 1998_CARD_@card@,_CM_, que_CQUE_que establece_VLfin_establecer,_CM_, en_PREP_en particular_ADJ_particular	, las actividades que deben llevarse a cabo en el campo de
1_m00003-plain	que, en el campo de la investigación en biomedicina y salud	,_CM_, realizan_VLfin_realizar centro_NC_centro de_PREP_de investigación_NC_investigación,_CM_, universidades_NC_universidad y_CC_y empresas_NC_empresa,_CM_, en_PREP_en particular_ADJ_particular	las pequeñas y medianas, establecidas en los Estados miembros, así
1_m00003-plain	problemas derivados del envejecimiento Vista la importancia socioeconómica que tiene el hacerse	cargo_NC_cargo de_PREP_de las_ART_el enfermedades_NC_enfermedad crónicas_ADJ_crónico,_CM_, la_ART_el investigación_NC_investigación se_SE_se dirigirá_VLfin_dirigir en_PREP_en particular_ADJ_particular	a las enfermedades autoinmunes y a la inmunogenética, así como las
1_m00003-plain	y establecer nexos de unión entre productores y usuarios de tecnologías.	Acciones_NC_acción concertadas_VLadj_concertar,_CM_, que_CQUE_que consisten_VLfin_consistir en_PREP_en coordinar_VLinf_coordinar,_CM_, sobre_PREP_sobre todo_QU_todo	en forma de redes de concertación de los proyectos de IDT ya
1_m00092-plain	positivos y son estimulados por los determinantes de clase II presentes en	la_ART_el mayoría_NC_mayoría de_PREP_de los_ART_el linfocitos_NC_linfocito B_ALFS_B,_CM_, los_ART_el macrófagos_NC_macrófago y_CC_y en_PREP_en especial_ADJ_especial	sobre las células dendríticas presentadoras de antígeno. Por lo tanto,
1_m00092-plain	potencial citotóxico para los blancos de clase II, en general están	asociadas_VLadj_asociar a_PREP_a la_ART_el actividad_NC_actividad adyuvante_ADJ_adyuvante,_CM_, en_PREP_en este_DM_este caso_NC_caso en_PREP_en particular_ADJ_particular	para los precursores de linfocitos T citotóxicos, y con la producción
1_m00203-plain	mundo empezó a aplicar los nuevos conocimientos con criterios más generales,	y_CC_y a_PREP_a veces_NC_vez menos_ADV_menos cuidadosos_ADJ_cuidadoso,_CM_, para_CSUBI_para explicar_VLinf_explicar otros_QU_otro fenómenos_NC_fenómeno,_CM_, sobre_PREP_sobre todo_QU_todo	la conducta humana. Llegó a proponerse incluso que los comportamientos complejos
1_m00220-plain	infecciones; estoy aludiendo a la Organización Mundial de la Salud (	y_CC_y,_CM_, más_ADV_más en_PREP_en concreto_ADJ_concreto	, a sus programas de investigación especializada) y a los centros
1_m00244-plain	esperanza de vida. Pero podemos suponer, a partir de estudios	locales_ADJ_local,_CM_, que_CQUE_que las_ART_el infecciones_NC_infección,_CM_, la_ART_el malaria_NC_malaria sobre_PREP_sobre todo_QU_todo	, son la primera causa de muerte. Nuestra investigación puso de
1_m00244-plain	de la tesis, resulta harto endeble. La diarrea y otras	enfermedades_NC_enfermedad con_PREP_con pérdida_NC_pérdida de_PREP_de sal_NC_sal,_CM_, en_PREP_en niños_NC_niño sobre_PREP_sobre todo_QU_todo	, han sido las más letales en cualquier población durante toda la
1_m00272-plain	los andrógenos en una rata adulta, no mueren las neuronas.	El_ART_el grupo_NC_grupo de_PREP_de Gorski_NP_Gorski,_CM_, de_PREP_de la_ART_el UCLA_NP_UCLA,_CM_, en_PREP_en particular_ADJ_particular	su alumna Laura S., Allen, descubrió también estructuras dimórficas
1_m00293-plain	se acumulan con una cadencia sorprendentemente regular en los linajes supervivientes.	Dicho_QU_dicho de_PREP_de otro_QU_otro modo_NC_modo,_CM_, la_ART_el evolución_NC_evolución génica_ADJ_génico es_VSfin_ser,_CM_, sobre_PREP_sobre todo_QU_todo	, resultado de la acumulación inflexible de mutaciones que no parecen ser
1_m00300-plain	, hay que empezar por definir qué se entiende por ésta.	Muchos_QU_mucho investigadores_NC_investigador,_CM_, Simón_NP_Simón LeVay_NP_LeVay en_PREP_en particular_ADJ_particular	, consideran dicha inclinación un rasgo sexualmente dimórfico: los varones están
1_m00341-plain	, como la genética poblacional, la epidemiología genética, la genética	del_PDEL_del desarrollo_NC_desarrollo y_CC_y la_ART_el inmunogenética_NC_inmunogenética,_CM_, también_ADV_también tienen_VLfin_tener relevancia_NC_relevancia médica_ADJ_médico,_CM_, en_PREP_en especial_ADJ_especial	en relación con la comprensión y prevención de la enfermedad humana.
1_m00361-plain	descubrimiento, en los años 60, de que podía lograrse que	los_ART_el cromosomas_NC_cromosoma de_PREP_de los_ART_el mamíferos_NC_mamífero,_CM_, y_CC_y en_PREP_en particular_ADJ_particular	los de los seres humanos, se «segregaran» en células
1_m00361-plain	requerimiento puede lograrse de manera relativamente fácil en la actualidad. Encontrar	familias_NC_familia adecuadas_ADJ_adecuado,_CM_, sin_PREP_sin embargo_NC_embargo,_CM_, puede_VMfin_poder constituir_VLinf_constituir un_ART_un reto_NC_reto,_CM_, en_PREP_en particular_ADJ_particular	para trastornos raros u otros en los que las personas afectadas mueren
1_m00710-plain	partes del cuerpo. Pero a las moléculas dotadas de carga les	cuesta_VLfin_costar atravesar_VLinf_atravesar las_ART_el membranas_NC_membrana celulares_ADJ_celular,_CM_, lipídicas_ADJ_lipídico y_CC_y permeables_ADJ_permeable sobre_PREP_sobre todo_QU_todo	a sustancias sin carga. La inhalación es la forma habitual de
