Reference	LeftContext	Pivot	RightContext
1_m00064-plain	llamadas feromonas, transmiten mensajes de un animal a otro. Estas	sustancias_NC_sustancia,_CM_, al_PAL_al igual_ADJ_igual que_CQUE_que las_ART_el hormonas_NC_hormona	, afectan a la conducta reproductora. Karl son y Luscher (
1_m00092-plain	fragmento 5S grande denominado xxx, por ser divalente con respecto a	la_ART_el unión_NC_unión con_PREP_con el_ART_el antígeno_NC_antígeno al_PAL_al igual_ADJ_igual que_CQUE_que el_ART_el anticuerpo_NC_anticuerpo	original (fig. 3-2). Se demostró la localización de
1_m00092-plain	. Como se determinó con anterioridad, las cadenas pesadas de cada	par_NC_par son_VSfin_ser idénticas_ADJ_idéntico,_CM_, al_PAL_al igual_ADJ_igual que_CQUE_que las_ART_el cadenas_NC_cadena	livianas de cada par. Figura 3-6 Esquema de Wu y Kabat
1_m00092-plain	, para la identificación de complejos inmunes específicos en el suero del	paciente_NC_paciente,_CM_, para_CSUBI_para reconocer_VLinf_reconocer el_ART_el amiloide_ADJ_amiloide tipo_NC_tipo xxx_NP_xxx	en los individuos que excretan proteína de Bence-Jones, para la detección
1_m00092-plain	la superficie celular. Dado que todas las clases presentan las mismas	cadenas_NC_cadena livianas_ADJ_liviano xxx_CODE_xxx e_ALFS_e iguales_ADJ_igual dominios_NC_dominio	de las regiones variables liviana y pesada, estas diferencias deben residir
1_m00092-plain	recombinantes de virus de la vacuna que expresan un gen extraño.	El_ART_el gen_NC_gen en_PREP_en cuestión_NC_cuestión,_CM_, por_PREP_por ejemplo_NC_ejemplo el_ART_el codificador_NC_codificador	del antígeno de superficie de la hepatitis xxx, se inserta primero
1_m00092-plain	patogénicos de las enfermedades autoinmunes Se mencionó que a pesar de ciertas	excepciones_NC_excepción como_ADV_como por_PREP_por ejemplo_NC_ejemplo el_ART_el infarto_NC_infarto	de miocardio o la lesión testicular, la liberación traumática de constituyentes
1_m00092-plain	. Estos anticuerpos son capaces de bloquear la unión de TSH a	las_ART_el membranas_NC_membrana tiroideas_ADJ_tiroideo y_CC_y parecen_VLfin_parecer actuar_VLinf_actuar de_PREP_de igual_ADJ_igual manera_NC_manera	que TSH, se cree que por estimulación de receptores idénticos (
1_m00213-plain	sucesos. Aunque la PLP y la DLP dependen de receptores de	NMDA_NP_NMDA,_CM_, la_ART_el asociación_NC_asociación de_PREP_de procesos_NC_proceso de_PREP_de tipo_NC_tipo PLP_NP_PLP	y DLP con el aprendizaje y la memoria ha resultado más difícil
1_m00213-plain	su tiempo a explorar el nuevo. Los ratones normales, sin	embargo_NC_embargo,_CM_, dedicaban_VLfin_dedicar igual_ADJ_igual tiempo_NC_tiempo	a explorar ambos objetos, prueba de que el objeto viejo no
1_m00218-plain	seres humanos parecen intervenir más variedad de células T auxiliares, pero	un_ART_un predominio_NC_predominio de_PREP_de citocinas_NC_citocinas de_PREP_de tipo_NC_tipo Th1_NP_Th1	sigue promoviendo una respuesta celular, mientras que la preponderancia de citocinas
1_m00218-plain	citocinas de tipo Th1 sigue promoviendo una respuesta celular, mientras que	la_ART_el preponderancia_NC_preponderancia de_PREP_de citocinas_NC_citocinas de_PREP_de tipo_NC_tipo Th2_NP_Th2	estimula la respuesta humoral. Se ha demostrado que una vacuna que
1_m00218-plain	reconocer esas señales y ser además tocadas por las citocinas (esta	vez_NC_vez del_PDEL_del tipo_NC_tipo Th1_NP_Th1	) de las células T auxiliares. Las vacunas de ADN producen
1_m00220-plain	las magaininas, que perforan las paredes de las células bacterianas.	Moléculas_NC_molécula que_CQUE_que funcionan_VLfin_funcionar igual_ADJ_igual que_CQUE_que las_ART_el magaininas_NC_magaininas	, tales como las escualaminas de los tiburones y las cecropinas sintetizadas
1_m00220-plain	, por ello, evolucionar más deprisa. En cuanto a otras	formas_NC_forma de_PREP_de polimorfismo_NC_polimorfismo,_CM_, por_PREP_por ejemplo_NC_ejemplo el_ART_el cromatismo_NC_cromatismo	alar de las mariposas, tal diversidad viene verosímilmente sostenida por la
1_m00224-plain	éstas no ha entendido la idea de replicador. Debemos recordar que	los_ART_el memes_NC_memes,_CM_, al_PAL_al igual_ADJ_igual que_CQUE_que los_ART_el genes_NC_gen|genes	, son meros fragmentos de información que pugnan por hacerse copiar o
1_m00230-plain	los valores obtenidos en gemelos idénticos disléxicos deberían acercarse a los del	grupo_NC_grupo con_PREP_con igual_ADJ_igual trastorno_NC_trastorno	más que a los valores de los gemelos no idénticos. (
1_m00239-plain	fibra del tipo I es unas diez veces menor que la de	una_ART_un fibra_NC_fibra del_PDEL_del tipo_NC_tipo IIx_NP_IIx	. La velocidad de las fibras del tipo IIa se encuentra a
1_m00239-plain	diez veces menor que la de una fibra del tipo IIx.	La_ART_el velocidad_NC_velocidad de_PREP_de las_ART_el fibras_NC_fibra del_PDEL_del tipo_NC_tipo IIa_NP_IIa	se encuentra a medio camino entre las dos anteriores. Figura 1
1_m00239-plain	de las fibras lentas del tipo I; entre ambas se sitúa	la_ART_el velocidad_NC_velocidad de_PREP_de contracción_NC_contracción de_PREP_de las_ART_el fibras_NC_fibra del_PDEL_del tipo_NC_tipo IIa_NP_IIa	. La materia muscular Las velocidades de contracción de las fibras difieren
1_m00239-plain	el entrenamiento prolongado. Sabemos, no obstante, que, si	las_ART_el fibras_NC_fibra rápidas_ADJ_rápido del_PDEL_del tipo_NC_tipo IIa_NP_IIa	se transforman en lentas de tipo I, el tiempo re querido
1_m00248-plain	en investigación de DNA recombinante puesto que cortan en sitios específicos.	Las_ART_el secuencias_NC_secuencia reconocidas_VLadj_reconocer por_PREP_por las_ART_el enzimas_NC_enzima de_PREP_de Tipo_NC_tipo II_NP_II	son simétricas. La secuencia de una de las cadenas leída en
