id,presence,candidate_term_left,candidate_term_right,occurrence,full_context
H34_economy_1,both,['noventa'],['volumen'], principios de los noventa el volumen,"observados en cuatro indicadores desde principios de los años ochenta hasta principios de los noventa el volumenreal de comercio como proporción del PIB, la inversión extranjera directa"
H34_economy_2,left,"['ritmo', 'integración', 'ritmo de integración']",[None], rapidez en el ritmo de integración las políticas,"integración. Hay tres tipos de políticas que influyen con relativa rapidez en el ritmo de integración las políticasmacroeconómicas, las relativas a las telecomunicaciones y la infraestructura de transporte"
H34_economy_3,none,[None],[None], Obstáculos externos medidas,"comenzaron a dar impulso a ese aspecto de sus economías. Obstáculos externos medidasantidumping y el Acuerdo Multifibras Con todo, existen ciertos obstáculos externos"
H34_economy_4,left,"['utilidades', 'brutas', 'más']",[None], las utilidades brutas fue incluso más reveladora US,"kilos por hectárea en las plantaciones estatales. La diferencia en las utilidades brutas fue incluso más reveladora US$ 1. 196 por hectárea en las plantaciones privadas, y"
H34_economy_5,both,['resto'],['relación'], resto del mundo La relación,"de los países de la región volvió a sobrepasar el del resto del mundo La relacióncomercio - PIB continuó aumentando. Por primera vez, los aranceles"
H34_economy_6,both,['producto'],['aranceles'], el producto Los aranceles,"del comercio se corresponde con la mejora reciente que ha experimentado el producto Los arancelesmáximos se sitúan en el 45 %, incluso después de haber"
H34_economy_7,both,['años'],['aranceles'], años Los aranceles,"extraordinario de los índices de comercio registrado en los últimos diez años Los arancelesse redujeron al 15 %, frente al 30 % a fines"
H34_economy_8,both,['aumento'],['volumen'], el mundo y va en aumento El volumen,los países de la región es cercano al promedio de todo el mundo y va en aumento El volumende comercio como proporción del PIB sobrepasó levemente el de los países
H34_economy_9,both,['años'],['índices'], años Los índices,"período de estancamiento de su integración, que dura ya diez años Los índicesde comercio se han mantenido sin variaciones. Los aranceles apenas han"
H34_economy_10,both,['ingreso'],['obras'], garantía del ingreso las obras,programas de transferencias públicas pueden complementar las medidas no oficiales de garantía del ingreso las obraspúblicas constituyen por lo general el mejor método de transferencia para los
H34_economy_11,none,[None],[None], estrategias de desarrollo el abandono,uno o dos cambios fundamentales que han debido introducir en sus estrategias de desarrollo el abandonodel proteccionismo en pro de una mayor integración en los mercados internacionales
H34_economy_12,right,[None],['ingenieros'], empleos en cada país los ingenieros,"debe en parte a las diferencias de remuneración correspondientes a distintos empleos en cada país los ingenieros, por ejemplo, ganan más que los trabajadores no calificados de"
H34_economy_13,both,['más'],['relación'], la par de sus homólogos más prósperos la relación,cual los grupos de trabajadores más pobres comienzan a ponerse a la par de sus homólogos más prósperos la relaciónentre los salarios de los grupos más pobres y los más ricos
H34_economy_14,left,['ser'],[None], Cataluña pueden ser españoles o extranjeros Fondos,función del riesgo. Los fondos que comercializa la Caja de Cataluña pueden ser españoles o extranjeros Fondosde Inversión Españoles Fondos de Inversión Extranjeros Inversión a menos de 2
H34_economy_15,left,"['acuerdo', 'siguiente', 'fórmula']",[None], acuerdo con la siguiente fórmula Precio,por los Miembros que deban recibir la Deuda se calculará de acuerdo con la siguiente fórmula Preciode liquidación del Bono Nocional al cierre de la última sesión x
H34_economy_16,left,['bajo'],[None], España bajo el epígrafe de Operaciones,Boletín de la Central de Anotaciones en Cuenta del Banco de España bajo el epígrafe de Operacionesde Compraventa Simple al Contado entre Titulares. La Relación de Valores
H34_economy_17,left,"['acuerdo', 'siguiente', 'fórmula']",[None], acuerdo con la siguiente fórmula Precio,por los Miembros que deban recibir la Deuda se calculará de acuerdo con la siguiente fórmula Preciode liquidación del Bono nocional al cierre de la última sesión x
