id,presence,candidate_term_left,candidate_term_right,occurrence,full_context
H15_economy_1,none,[None],[None], a millones de ecus incluido un 8,"1998. El importe estimado necesario para la ejecución del programa asciende a millones de ecus incluido un 8, 5 % para los gastos de personal y funcionamiento. En"
H15_economy_2,none,[None],[None], prioridades que hay que establecer teniendo en cuenta las grandes,"compartidos cuando esté indicado para tareas de investigación concretas. Hay numerosas prioridades que hay que establecer teniendo en cuenta las grandesvariaciones entre los sistemas de salud nacionales, las estructuras de investigación"
H15_economy_3,left,"['resistencia', 'tratamientos']",[None], resistencia a los tratamientos convencionales incluido el problema,"y pedologías nuevas como los priones, así como el mecanismo de resistencia a los tratamientos convencionales incluido el problemade las infecciones nosocomiales; - la prevención de la enfermedad,"
H15_economy_4,left,['enfermedad'],[None], la prevención de la enfermedad incluido el desarrollo,"tratamientos convencionales, incluido el problema de las infecciones nosocomiales; - la prevención de la enfermedad incluido el desarrollode nuevos sistemas específicos de vigilancia para determinar el modo de distribución"
H15_economy_5,both,"['tumores', 'metástasis']",['caracterización'], los tumores y de las metástasis incluida la caracterización,"de la carcinogénesis. - los mecanismos moleculares de la génesis de los tumores y de las metástasis incluida la caracterizaciónde los genes y de las proteínas responsables, y, en"
H15_economy_6,left,"['predispone', 'cáncer']",[None], motivo predispone al cáncer incluido el desarrollo,normales y de las anomalías que pueden alterarlas y 'por ese motivo predispone al cáncer incluido el desarrollode modelos celulares y transgénicos precisos que convengan a la investigación sobre
H15_economy_7,both,"['tratamientos', 'sistémicos']",['agentes'], las modalidades de tratamientos sistémicos incluidos los agentes,de intervención curativa; - la investigación que apoya la eficacia de las modalidades de tratamientos sistémicos incluidos los agentescitotóxicos y los que modifican la respuesta biológica; - la investigación
H15_economy_8,both,['tratamiento'],['cuidados'], de evaluación de un tratamiento incluidos los cuidados,normales a la irradiación; - la calidad de vida como parámetro de evaluación de un tratamiento incluidos los cuidadosen fase terminal y la rehabilitación. Investigación farmacéutica El objetivo general
H15_economy_9,left,"['enfermedades', 'menos']",[None], para las enfermedades menos conocidas incluido un inventario,la investigación en las metodologías de metaanálisis y los ensayos clínicos aleatorios para las enfermedades menos conocidas incluido un inventariode éstas y un depósito de los medicamentos conocidos como huérfanos»
H15_economy_10,left,"['mecanismos', 'dolor']",[None], sobre los mecanismos del dolor incluido el desarrollo,avanzadas y las infraestructuras dispersas por toda Europa; - la investigación sobre los mecanismos del dolor incluido el desarrollode nuevos tratamientos y la realización de ensayos clínicos para evaluar la
H15_economy_11,left,"['investigación', 'ciencias', 'cognitivas']",[None], la investigación sobre las ciencias cognitivas incluido el desarrollo,"tratamiento en las minorías y los grupos de riesgo elevado; - la investigación sobre las ciencias cognitivas incluido el desarrollode modelos de comportamiento neuronal, el aprendizaje, la memoria y"
H15_economy_12,left,"['datos', 'datos genéticos']",[None], los bancos de datos genéticos incluida la participación,mocoviscidosis. Se estimulará la puesta en común y la armonización de los bancos de datos genéticos incluida la participaciónde la Comunidad Europea en la gestión de la base de datos
H15_economy_13,left,"['análisis', 'genoma', 'análisis del genoma']",[None], y el análisis del genoma incluyendo la construcción,"de forma que estas modificaciones resulten hereditarias. - la cartografía genética y el análisis del genoma incluyendo la construcciónde mapas de transcripción integrados, la secuenciación de regiones cromosómicas específicas"
H15_economy_14,left,"['función', 'gen', 'función del gen']",[None], de la función del gen incluidos la mejora,cromosómicas específicas y la explotación de enfoques comparativos; - en análisis de la función del gen incluidos la mejorade la técnicas de focalización en los genes y el desarrollo de
H15_economy_15,both,"['análisis', 'regulación', 'regulación genéticas']",['identificación'], el análisis de la regulación genéticas incluyendo la identificación,genes y el desarrollo de modelos animales como el ratón; - el análisis de la regulación genéticas incluyendo la identificaciónde secuencias de regulación y el análisis de los mecanismos de regulación
H15_economy_16,both,"['diagnóstico', 'enfermedades', 'enfermedades genéticas', 'diagnóstico de enfermedades', 'diagnóstico de enfermedades genéticas']",['factores'], el diagnóstico de enfermedades genéticas incluyendo los factores,"de genes específicos, sobre todo los implicados en enfermedades; - el diagnóstico de enfermedades genéticas incluyendo los factoresno genéticos y el desarrollo de los protocolos de evaluación del riesgo"
H15_economy_17,left,"['terapéutica', 'genética', 'terapéutica genética somática']",[None], terapéutica genética somática incluyendo el desarrollo,"y del consejo genético, insistiendo en la prevención potencial; - terapéutica genética somática incluyendo el desarrollode vectores de transferencia de materia genético a las células in vitro"
