id,presence,candidate_term_left,candidate_term_right,occurrence,full_context
H16_economy_1,left,['regiones en desarrollo'],[None], las regiones en desarrollo con excepción de Asia,"consolidarán su recuperación e incluso conseguirán un crecimiento superior al de todas las regiones en desarrollo con excepción de Asiaoriental y Asia meridional. Aunque, según las previsiones, todas"
H16_economy_2,none,[None],[None], los países de la región excepto en India,"% en los dos últimos años. La inflación aumentó en todos los países de la región excepto en India, debido en gran parte a que no se alcanzaron las metas"
H16_economy_3,none,[None],[None], países de la región excepto Chile,"primer semestre de ese año, y lo propio ocurrió en otros países de la región excepto Chiley Colombia. En el segundo semestre de 1995 casi todos los"
H16_economy_4,right,[None],['menos'], responsabilidades en el hogar menos educación,"más pero ganan menos que los hombres debido a que tienen más responsabilidades en el hogar menos educacióno menos acceso a empleos mejor remunerados. En la India,"
H16_economy_5,both,"['fluctuación', 'fluctuación diaria']",['condiciones'], fluctuación diaria excepto cuando las condiciones,del Precio. - Las opciones no estarán sujetas a máximas de fluctuación diaria excepto cuando las condicionesdel mercado lo requieran. En estos casos el límite máximo de
H16_economy_6,both,"['fluctuación', 'fluctuación diaria']",['condiciones'], fluctuación diaria excepto cuando las condiciones,del Precio. - Las opciones no estarán sujetas a máximas de fluctuación diaria excepto cuando las condicionesdel mercado lo requieran. En estos casos el límite máximo de
H16_economy_7,both,"['fluctuación', 'fluctuación diaria']",['condiciones'], fluctuación diaria excepto cuando las condiciones,del Precio. - Las opciones no estarán sujetas a máximas de fluctuación diaria excepto cuando las condicionesdel mercado lo requieran. En estos casos el límite máximo de
H16_economy_8,both,"['fluctuación', 'fluctuación diaria']",['condiciones'], fluctuación diaria excepto cuando las condiciones,del Precio. - Las opciones no estarán sujetas a máximas de fluctuación diaria excepto cuando las condicionesdel mercado lo requieran. En estos casos el límite máximo de
H16_economy_9,both,"['producción', 'total', 'per', 'cápita', 'producción total', 'per cápita']","['menos', 'consumo']", la producción total per cápita xxx menos el consumo,"que, en este modelo, el ahorro total es igual a la producción total per cápita xxx menos el consumoagregado C, la restricción presupuestaria se puede escribir de la siguiente"
H16_economy_10,both,"['inicial', 'infinito']",['tipo'], el momento inicial e infinito descontadas al tipo,"que (9. 5) incluye las rentas de alquiler entre el momento inicial e infinito descontadas al tipode interés real xxx (en equilibrio, la tasa de interés"
H16_economy_11,left,"['volumen', 'ocupación', 'volumen de ocupación']",[None], el volumen de ocupación es indeterminado salvo en la medida,"escala infinita de valores, todos ellos igualmente admisibles, y que el volumen de ocupación es indeterminado salvo en la medidaen que la desutilidad del trabajo marque un límite superior. Si"
H16_economy_12,both,"['trabajo', 'salarios', 'reales', 'salarios reales']",['caso'], trabajo medida en salarios reales excepto en el caso,"ocupación no está, pues, fijado por la desutilidad marginal del trabajo medida en salarios reales excepto en el casode que la oferta disponible de mano de obra para una magnitud"
H16_economy_13,both,"['sentido', 'sentido estricto']",['casos'], sentido estricto excepto en casos,"un complejo no homogéneo, que no puede medirse, hablando en sentido estricto excepto en casosespeciales, como, por ejemplo, cuando todos los componentes de"
H16_economy_14,right,[None],['términos'], precisión excepto en términos,"sumamos la actividad de todas las empresas, no podemos expresarnos con precisión excepto en términosde cantidades de ocupación aplicadas a un equipo dado. Los conceptos"
H16_economy_15,both,"['cambio', 'periodos', 'periodos cortos']",['circunstancias'], un cambio sustancial en periodos cortos excepto en circunstancias,"que si bien no son inalterables, no presentan probabilidades de sufrir un cambio sustancial en periodos cortos excepto en circunstanciasanormales o revolucionarias. En una investigación histórica, o al comparar"
H16_economy_16,none,[None],[None], el matrimonio excepto por motivo,"la compra de una inversión debe ser permanente e indisoluble, como el matrimonio excepto por motivode muerte o de otra causa grave, y esto será un"
H16_economy_17,left,['ocupación'],[None], la ocupación durante mucho tiempo excepto en virtud,"este modo, la baja de los salarios nominales no tenderá aumentar la ocupación durante mucho tiempo excepto en virtudde sus repercusiones, ya sea sobre la propensión a consumir de"
H16_economy_18,both,"['reducción', 'ingresos', 'reales', 'ingresos reales']",['caso'], una reducción en los ingresos reales excepto en el caso,"favorable, empeore la relación de intercambio. Por tanto, habrá una reducción en los ingresos reales excepto en el casode quienes hayan sido recientemente empleados, lo que puede influir en"
H16_economy_19,both,"['expectativas', 'corrientes']",['términos'], las expectativas cambiantes sobre las actividades corrientes excepto en términos,futuro; y no podemos siquiera empezar a examinar el efecto de las expectativas cambiantes sobre las actividades corrientes excepto en términosmonetarios. No podemos librarnos del dinero aun cuando aboliéramos el oro
H16_economy_20,both,"['nivel', 'ocupación', 'nivel de ocupación']",['consumo'], nivel de ocupación excepto aumentando el consumo,"la inversión, resulta evidente que no hay medios de asegurar mayor nivel de ocupación excepto aumentando el consumo. Prácticamente solo difiero de estas escuelas en que pienso que quizá"
H16_economy_21,right,[None],['caso'], la larga excepto en el caso,"de una recompensa en forma de interés, no existiría, a la larga excepto en el casode que la propensión individual a consumir demostrara ser de tal carácter"
H16_economy_22,left,['obra'],[None], la obra salvo la parte,"Los autores de reseñas fueron amables con ella, pero ninguno entendió la obra salvo la parteaducida infra bajo (III). En cuanto al resto,"
H16_economy_23,left,"['marxistas', 'existentes', 'partidos marxistas']",[None], partidos marxistas existentes salvo el austríaco,"menos de lo que habría podido ser. Ninguno de los demás partidos marxistas existentes salvo el austríaco, tuvo importancia cuantitativa. Los partidos socialistas no marxistas que se"
H16_economy_24,right,[None],['últimos'], Desestacionalizada excepto últimos datos,"dólares mensuales. - Importaciones cif., exportaciones fob. - Desestacionalizada excepto últimos datos. - Porcentaje sobre población activa. - UE y OCDE,"
