id,presence,candidate_term_left,candidate_term_right,occurrence,full_context
H25_economy_1,left,['tratamiento'],[None], El tratamiento por supuesto consiste en la administración de vasopresina,"muy cerca de un lavabo y de una fuente de agua. El tratamiento por supuesto consiste en la administración de vasopresina(mediante un vaporizador nasal), que es absorbida en el"
H25_economy_2,none,[None],[None], Figura Líneas múltiples formadas en la determinación de Ouchterlony,pero es incapaz de formar enlaces cruzados con moléculas de anticuerpo. Figura Líneas múltiples formadas en la determinación de Ouchterlony(precipitación por doble difusión) cuando el antisuero de conejo (
H25_economy_3,left,"['células', 'memoria', 'células de memoria']",[None], Las células de memoria representan una subpoblación de células,"convierten en células plasmáticas, que producen grandes cantidades de anticuerpos. Las células de memoria representan una subpoblación de célulasB que participan en posteriores encuentros con el antígeno específico. La"
H25_economy_4,none,[None],[None], por lo tanto constituyen la subpoblación de linfocitos,las células T cooperadores tienen moléculas CD4 en sus superficies celulares y por lo tanto constituyen la subpoblación de linfocitosT CD4). Cada linfocito T citotóxico puede destruir una célula
H25_economy_5,none,[None],[None], consiste en la instauración de tratamiento,"midiendo los niveles de creatincinasa en recién nacidos. El objetivo no consiste en la instauración de tratamientopresintomático, sino en la identificación de las familias que deben recibir"
H25_economy_6,none,[None],[None], La intervención consiste en la presentación de cifras,enfermedad. La población diana es un grupo conocido de riesgo. La intervención consiste en la presentación de cifrasde riesgo y en la opción de diagnóstico prenatal. Las enfermedades
H25_economy_7,left,['infarto'],[None], un infarto consiste en la destrucción de tejidos,"tejidos, incluyendo, huesos, bazo, riñones y pulmones ( un infarto consiste en la destrucción de tejidos. La destrucción prematura de los eritrocitos falciformes reduce el número de"
H25_economy_8,left,"['datos', 'árbol', 'genealógico', 'árbol genealógico', 'datos del árbol genealógico']",[None], los datos del árbol genealógico para formar una relación de probabilidad,en comparación con la hipótesis de que no están ligados. Utilizaremos los datos del árbol genealógico para formar una relación de probabilidad: probabilidad de observar datos del árbol genealógico si teta = 0
H25_economy_9,none,[None],[None], El segundo paso consistía en la activación de enzimas,la célula tumoral que reconocen ciertos componentes de la membrana basal. El segundo paso consistía en la activación de enzimasdestructivas que escindían o desenredaban moléculas de la membrana basal situadas por
H25_economy_10,left,['nucleótido'],[None], Un nucleótido consistía en una combinación de desoxirribosa,"de las cuatro bases nitrogenadas posibles estaba enlazada con cada desoxirribosa. Un nucleótido consistía en una combinación de desoxirribosa, fosfato y base nitrogenada. Watson y Crick podían ver que"
