Reference	LeftContext	Pivot	RightContext
1_e00001-plain	Hay tres tipos de políticas que influyen con relativa rapidez en	el_ART_el ritmo_NC_ritmo de_PREP_de integración_NC_integración:_COLON_: las_ART_el políticas_NC_política	macroeconómicas, las relativas a las telecomunicaciones y la infraestructura de transporte
1_e00001-plain	comenzaron a dar impulso a ese aspecto de sus economías.	Obstáculos_NC_obstáculo externos_ADJ_externo:_COLON_: medidas_NC_medida	antidumping y el Acuerdo Multifibras Con todo, existen ciertos obstáculos externos
1_e00001-plain	de los países de la región volvió a sobrepasar el del	resto_NC_resto del_PDEL_del mundo_NC_mundo:_COLON_: La_ART_el relación_NC_relación	comercio - PIB continuó aumentando. Por primera vez, los aranceles
1_e00001-plain	del comercio se corresponde con la mejora reciente que ha experimentado	el_ART_el producto_NC_producto:_COLON_: Los_ART_el aranceles_NC_arancel	máximos se sitúan en el 45 %, incluso después de haber
1_e00001-plain	extraordinario de los índices de comercio registrado en los últimos diez	años_NC_año:_COLON_: Los_ART_el aranceles_NC_arancel	se redujeron al 15 %, frente al 30 % a fines
1_e00001-plain	es cercano al promedio de todo el mundo y va en	aumento_NC_aumento:_COLON_: El_ART_el volumen_NC_volumen	de comercio como proporción del PIB sobrepasó levemente el de los países
1_e00001-plain	período de estancamiento de su integración, que dura ya diez	años_NC_año:_COLON_: Los_ART_el índices_NC_índice	de comercio se han mantenido sin variaciones. Los aranceles apenas han
1_e00004-plain	programas de transferencias públicas pueden complementar las medidas no oficiales de	garantía_NC_garantía del_PDEL_del ingreso_NC_ingreso:_COLON_: las_ART_el obras_NC_obra	públicas constituyen por lo general el mejor método de transferencia para los
1_e00004-plain	uno o dos cambios fundamentales que han debido introducir en sus	estrategias_NC_estrategia de_PREP_de desarrollo_NC_desarrollo:_COLON_: el_ART_el abandono_NC_abandono	del proteccionismo en pro de una mayor integración en los mercados internacionales
1_e00004-plain	a las diferencias de remuneración correspondientes a distintos empleos en cada	país_NC_país:_COLON_: los_ART_el ingenieros_NC_ingeniero	, por ejemplo, ganan más que los trabajadores no calificados de
1_e00032-plain	deban recibir la Deuda se calculará de acuerdo con la siguiente	fórmula_NC_fórmula:_COLON_: Precio_NC_precio	de liquidación del Bono Nocional al cierre de la última sesión x
1_e00032-plain	deban recibir la Deuda se calculará de acuerdo con la siguiente	fórmula_NC_fórmula:_COLON_: Precio_NC_precio	de liquidación del Bono nocional al cierre de la última sesión x
1_e00032-plain	cien y especificada hasta la centésima de uno por cien.	Vencimientos_NC_vencimiento:_COLON_: Los_ART_el meses_NC_mes	de marzo, junio, septiembre y diciembre, negociándose como mínimo
1_e00032-plain	septiembre y diciembre, negociándose como mínimo cuatro vencimientos. Último	día_NC_día de_PREP_de negociación_NC_negociación:_COLON_: El_ART_el día_NC_día	y a la hora española en que, en el caso de
1_e00032-plain	por el orden definido, expresado en tanto por cien.	Fecha_NC_fecha de_PREP_de vencimiento_NC_vencimiento:_COLON_: El_ART_el vencimiento_NC_vencimiento	será coincidente con el último día de negociación. Fecha de liquidación
1_e00032-plain	El vencimiento será coincidente con el último día de negociación.	Fecha_NC_fecha de_PREP_de liquidación_NC_liquidación:_COLON_: Los_ART_el pagos_NC_pago	y los cobros correspondiente a la liquidación por diferencias al vencimiento tomarán
1_e00032-plain	MEFF RENTA FIJA siguiente al de vencimiento. Fluctuación mínima del	precio_NC_precio:_COLON_: La_ART_el fluctuación_NC_fluctuación	correspondiente a un movimiento en un sentido u otro de una centésima
1_e00032-plain	cien y especificada hasta la centésima de uno por cien.	Vencimientos_NC_vencimiento:_COLON_: Los_ART_el meses_NC_mes	de marzo, junio, septiembre y diciembre, negociándose como mínimo
1_e00032-plain	septiembre y diciembre, negociándose como mínimo cuatro vencimientos. Último	día_NC_día de_PREP_de negociación_NC_negociación:_COLON_: El_ART_el día_NC_día	y a la hora española en que, en el caso de
1_e00032-plain	por el orden definido, expresado en tanto por cien.	Fecha_NC_fecha de_PREP_de vencimiento_NC_vencimiento:_COLON_: El_ART_el vencimiento_NC_vencimiento	será coincidente con el último día de negociación. Fecha de liquidación
1_e00032-plain	El vencimiento será coincidente con el último día de negociación.	Fecha_NC_fecha de_PREP_de liquidación_NC_liquidación:_COLON_: Los_ART_el pagos_NC_pago	y los cobros correspondiente a la liquidación por diferencias al vencimiento tomarán
1_e00032-plain	MEFF RENTA FIJA siguiente al de vencimiento. Fluctuación mínima del	precio_NC_precio:_COLON_: La_ART_el fluctuación_NC_fluctuación	correspondiente a un movimiento en un sentido u otro de una centésima
1_e00032-plain	cien y especificada hasta la centésima de uno por cien.	Vencimientos_NC_vencimiento:_COLON_: Los_ART_el meses_NC_mes	de marzo, junio, septiembre y diciembre, negociándose como mínimo
1_e00032-plain	septiembre y diciembre, negociándose como mínimo cuatro vencimientos. Último	día_NC_día de_PREP_de negociación_NC_negociación:_COLON_: El_ART_el día_NC_día	y a la hora española en que, en el caso de
1_e00032-plain	por el orden definido, expresado en tanto por cien.	Fecha_NC_fecha de_PREP_de vencimiento_NC_vencimiento:_COLON_: El_ART_el vencimiento_NC_vencimiento	será coincidente con el último día de negociación. Fecha de liquidación
1_e00032-plain	El vencimiento será coincidente con el último día de negociación.	Fecha_NC_fecha de_PREP_de liquidación_NC_liquidación:_COLON_: Los_ART_el pagos_NC_pago	y los cobros correspondiente a la liquidación por diferencias al vencimiento tomarán
1_e00032-plain	MEFF RENTA FIJA siguiente al de vencimiento. Fluctuación mínima del	precio_NC_precio:_COLON_: La_ART_el fluctuación_NC_fluctuación	correspondiente a un movimiento en un sentido u otro de una centésima
1_e00051-plain	estos dos factores en producción final a través de la siguiente	función_NC_función:_COLON_: xxx_NP_xxx	en la que por xxx entendemos la producción agregada. Para simplificar
1_e00051-plain	Consideraremos, adicionalmente, que la función de producción es del	tipo_NC_tipo Cobb-Douglas_NP_Cobb-Douglas:_COLON_: xxx_NP_xxx	siendo xxx el nivel de la tecnología. Desde una perspectiva macroeconómica
1_e00051-plain	Si tomamos logaritmos y derivamos respecto del tiempo obtenemos la siguiente	relación_NC_relación:_COLON_: xxx_NP_xxx	. Esta expresión es una ecuación clave que requiere un cierto detenimiento
